//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR32/data-final/CHIMIE/PIRATA-FR32_CHIMIE_odv.txt
//Data treated : 2025-01-14T11:24:17
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR32/data-final/CHIMIE/PIRATA-FR32_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA-FR32	st014c01	B	2022-03-09T17:57:56z	 -10.003	 -2.999		 498.0	 2	34.6288	2.350	102.19	 0.00	 35.475	35.474	  2.23	20.63																											7.1640	7.5040	25.0000		
PIRATA-FR32	st014c01	B	2022-03-09T17:57:56z	 -10.003	 -2.999		 498.0	 1	34.6306	2.366	102.92	 0.01	 35.255	35.245	  2.24	20.62																											7.1640	7.5042	25.0000		
PIRATA-FR32	st015c01	B	2022-03-09T21:40:32z	 -10.001	 -3.499		   3.0	14																																			28.4087		25.0000		
PIRATA-FR32	st015c01	B	2022-03-09T21:40:32z	 -10.001	 -3.499		   3.0	13	35.1589	4.564	199.38																																28.4098	8.0314	25.0000		
PIRATA-FR32	st015c01	B	2022-03-09T21:40:32z	 -10.001	 -3.499		  20.0	12	35.8674	4.965	216.76																																25.9984		25.0000		
PIRATA-FR32	st015c01	B	2022-03-09T21:40:32z	 -10.001	 -3.499		  40.0	11																																			16.2826		25.0000		
PIRATA-FR32	st015c01	B	2022-03-09T21:40:32z	 -10.001	 -3.499		  40.0	10	35.6487	2.591	112.85																																16.2551	7.7173	25.0000		
PIRATA-FR32	st015c01	B	2022-03-09T21:40:32z	 -10.001	 -3.499		  61.0	 9	35.5861	2.428	105.70																																15.3570	7.6974	25.0000		
PIRATA-FR32	st015c01	B	2022-03-09T21:40:32z	 -10.001	 -3.499		  80.0	 8	35.5518	2.643	115.06																																15.0287		25.0000		
PIRATA-FR32	st015c01	B	2022-03-09T21:40:32z	 -10.001	 -3.499		  99.0	 7	35.5181	2.700	117.55																																14.8021	7.7084	25.0000		
PIRATA-FR32	st015c01	B	2022-03-09T21:40:32z	 -10.001	 -3.499		 151.0	 6	35.4317	2.139	 93.09																																14.1230	7.6497	25.0000		
PIRATA-FR32	st015c01	B	2022-03-09T21:40:32z	 -10.001	 -3.499		 199.0	 5	35.3212	2.226	 96.86																																13.2670	7.6314	25.0000		
PIRATA-FR32	st015c01	B	2022-03-09T21:40:32z	 -10.001	 -3.499		 299.0	 4	35.1071	2.274	 98.95																																11.6433	7.6010	25.0000		
PIRATA-FR32	st015c01	B	2022-03-09T21:40:32z	 -10.001	 -3.499		 401.0	 3	34.8706	1.643	 71.46																																9.5506	7.5048	25.0000		
PIRATA-FR32	st015c01	B	2022-03-09T21:40:32z	 -10.001	 -3.499		 400.0	 2	34.8726	1.644	 71.51																																9.5526	7.5030	25.0000		
PIRATA-FR32	st015c01	B	2022-03-09T21:40:32z	 -10.001	 -3.499		 501.0	 1	34.6187	2.497	108.62																																7.0773	7.5147	25.0000		
PIRATA-FR32	st016c01	B	2022-03-10T01:27:57z	 -10.002	 -3.998		   3.0	13									0.0046	0.0066	0.0080	0.0055	0.0109			0.0012	0.0202	0.0022	0.0077			0.1202		0.0066	0.0054	0.0120	0.0188			0.0723	0.0805	0.1528	0.0008		28.7437		25.0000		
PIRATA-FR32	st016c01	B	2022-03-10T01:27:57z	 -10.002	 -3.998		   3.0	12	35.4946	4.539	198.24	 0.00	  0.012	0.012	  0.06	 1.35																											28.7442	8.0362	25.0000		
PIRATA-FR32	st016c01	B	2022-03-10T01:27:57z	 -10.002	 -3.998		  20.0	11	35.9937	4.785	208.82	-0.00	 -0.007	-0.005	  0.09	 0.94	0.0102	0.0117	0.0089	0.0100	0.0075				0.0416	0.0034	0.0078			0.0793		0.0099	0.0077	0.0176	0.0182			0.0799	0.0925	0.1724	0.0017		27.2758		25.0000		
PIRATA-FR32	st016c01	B	2022-03-10T01:27:57z	 -10.002	 -3.998		  41.0	10	36.0587	4.822	210.29	 0.00	  0.084	0.083	  0.17	 1.32	0.0191	0.0202	0.0101	0.0243	0.0065			0.0020	0.0762	0.0012	0.0095			0.0686		0.0072	0.0172	0.0244	0.0162			0.0655	0.1389	0.2044	0.0015		24.4942	8.0029	25.0000		
PIRATA-FR32	st016c01	B	2022-03-10T01:27:57z	 -10.002	 -3.998		  60.0	 9	35.6164	2.591	112.80	 0.42	 18.428	18.005	  1.20	 5.58	0.0487	0.0357	0.0150	0.0701	0.0300	0.0064	0.0078	0.0044	0.0851	0.0022	0.0081	0.0021		0.0464		0.0652	0.1034	0.1686		0.0309		0.0800	0.2772	0.3572	0.0046		16.0840	7.7168	25.0000		
PIRATA-FR32	st016c01	B	2022-03-10T01:27:57z	 -10.002	 -3.998		  80.0	 8	35.5460	2.356	102.56	 0.04	 20.687	20.647	  1.33	 6.62	0.0329	0.0226	0.0122	0.0414	0.0235	0.0032	0.0041	0.0015	0.0480	0.0016	0.0048	0.0029	0.0013	0.0235		0.1091		0.1091	0.0307			0.0652	0.1604	0.2256	0.0032		15.0547		25.0000		
PIRATA-FR32	st016c01	B	2022-03-10T01:27:57z	 -10.002	 -3.998		  99.0	 7	35.4417	2.925	127.33	 0.01	 18.914	18.904	  1.24	 6.98	0.0042	0.0038	0.0046	0.0029	0.0022				0.0056	0.0012				0.0022		0.0025		0.0025	0.0027			0.0036	0.0138	0.0174	0.0009		14.2219	7.7152	25.0000		
PIRATA-FR32	st016c01	B	2022-03-10T01:27:57z	 -10.002	 -3.998		 148.0	 6	35.4209	2.712	118.04	 0.01	 20.319	20.311	  1.35	 7.45																											14.0779	7.6952	25.0000		
PIRATA-FR32	st016c01	B	2022-03-10T01:27:57z	 -10.002	 -3.998		 199.0	 5	35.3295	2.152	 93.66	 0.01	 23.923	23.915	  1.51	 8.61																											13.3537	7.6337	25.0000		
PIRATA-FR32	st016c01	B	2022-03-10T01:27:57z	 -10.002	 -3.998		 295.0	 4	35.1190	1.980	 86.19	 0.01	 27.870	27.864	  1.71	10.75																											11.6932	7.5790	25.0000		
PIRATA-FR32	st016c01	B	2022-03-10T01:27:57z	 -10.002	 -3.998		 295.0	 3	35.1190	1.958	 85.18	 0.00	 27.817	27.812	  1.72	10.77																											11.6931	7.5777	25.0000		
PIRATA-FR32	st016c01	B	2022-03-10T01:27:57z	 -10.002	 -3.998		 396.0	 2	34.8552	1.757	 76.44	 0.00	 33.232	33.229	  2.08	15.04																											9.4641	7.5090	25.0000		
PIRATA-FR32	st016c01	B	2022-03-10T01:27:57z	 -10.002	 -3.998		 499.0	 1	34.6907	2.028	 88.21	 0.01	 35.725	35.715	  2.21	18.97																											7.8086	7.4931	25.0000		
PIRATA-FR32	st017c01	B	2022-03-10T05:28:46z	 -10.001	 -4.498		   2.0	14																																			28.5970		25.0000		
PIRATA-FR32	st017c01	B	2022-03-10T05:28:46z	 -10.001	 -4.498		   3.0	13	36.0653	4.495	196.38																																28.5958	8.0680	25.0000		
PIRATA-FR32	st017c01	B	2022-03-10T05:28:46z	 -10.001	 -4.498		  21.0	12	36.0597	4.728	206.42																																27.3504		25.0000		
PIRATA-FR32	st017c01	B	2022-03-10T05:28:46z	 -10.001	 -4.498		  40.0	11																																			24.4150		25.0000		
PIRATA-FR32	st017c01	B	2022-03-10T05:28:46z	 -10.001	 -4.498		  40.0	10	36.0489	4.770	208.01																																24.2180	7.9929	25.0000		
PIRATA-FR32	st017c01	B	2022-03-10T05:28:46z	 -10.001	 -4.498		  61.0	 9	35.7033	3.157	137.51																																17.8437	7.7886	25.0000		
PIRATA-FR32	st017c01	B	2022-03-10T05:28:46z	 -10.001	 -4.498		  80.0	 8	35.5700	2.257	 98.25																																15.4447		25.0000		
PIRATA-FR32	st017c01	B	2022-03-10T05:28:46z	 -10.001	 -4.498		  99.0	 7	35.5016	2.345	102.06																																14.7410	7.6822	25.0000		
PIRATA-FR32	st017c01	B	2022-03-10T05:28:46z	 -10.001	 -4.498		 149.0	 6	35.3961	2.137	 93.02																																13.8436	7.6444	25.0000		
PIRATA-FR32	st017c01	B	2022-03-10T05:28:46z	 -10.001	 -4.498		 199.0	 5	35.3071	2.139	 93.08																																13.1605	7.6263	25.0000		
PIRATA-FR32	st017c01	B	2022-03-10T05:28:46z	 -10.001	 -4.498		 199.0	 4	35.3072	2.144	 93.32																																13.1464	7.6319	25.0000		
PIRATA-FR32	st017c01	B	2022-03-10T05:28:46z	 -10.001	 -4.498		 299.0	 3	35.0615	1.736	 75.53																																11.1903	7.5479	25.0000		
PIRATA-FR32	st017c01	B	2022-03-10T05:28:46z	 -10.001	 -4.498		 398.0	 2	34.8473	1.659	 72.18																																9.3086	7.4975	25.0000		
PIRATA-FR32	st017c01	B	2022-03-10T05:28:46z	 -10.001	 -4.498		 497.0	 1	34.6902	2.032	 88.39																																7.8131	7.4875	25.0000		
PIRATA-FR32	st018c01	B	2022-03-10T09:06:29z	 -10.001	 -5.000		   3.0	12	35.9635	4.520	197.28	 0.00	  0.020	0.016	  0.08	 0.91																											28.2566	8.0448	25.0000		
PIRATA-FR32	st018c01	B	2022-03-10T09:06:29z	 -10.001	 -5.000		  21.0	11	36.0100	4.519	197.22	 0.00	  0.019	0.015	  0.08	 0.94																											28.2971		25.0000		
PIRATA-FR32	st018c01	B	2022-03-10T09:06:29z	 -10.001	 -5.000		  40.0	10	36.0851	4.773	208.20	 0.00	  0.129	0.126	  0.12	 0.91																											26.5327	8.0197	25.0000		
PIRATA-FR32	st018c01	B	2022-03-10T09:06:29z	 -10.001	 -5.000		  61.0	 9	35.8424	3.816	166.25	 0.19	  7.108	6.915	  0.62	 2.75																											19.8797	7.8713	25.0000		
PIRATA-FR32	st018c01	B	2022-03-10T09:06:29z	 -10.001	 -5.000		  81.0	 8	35.6566	2.391	104.09	 0.11	 19.236	19.124	  1.25	 5.43																											15.9680		25.0000		
PIRATA-FR32	st018c01	B	2022-03-10T09:06:29z	 -10.001	 -5.000		  96.0	 7	35.5056	2.221	 96.67	 0.05	 21.842	21.794	  1.40	 6.79																											14.6565	7.6605	25.0000		
PIRATA-FR32	st018c01	B	2022-03-10T09:06:29z	 -10.001	 -5.000		  96.0	 6	35.4945	2.223	 96.77	 0.04	 21.941	21.900	  1.39	 7.11																											14.6051	7.6661	25.0000		
PIRATA-FR32	st018c01	B	2022-03-10T09:06:29z	 -10.001	 -5.000		 149.0	 5	35.2763	2.745	119.48	 0.01	 21.678	21.663	  1.39	 7.83																											12.9859	7.6716	25.0000		
PIRATA-FR32	st018c01	B	2022-03-10T09:06:29z	 -10.001	 -5.000		 199.0	 4	35.1352	2.130	 92.72	 0.01	 26.763	26.749	  1.66	10.33																											11.8489	7.5921	25.0000		
PIRATA-FR32	st018c01	B	2022-03-10T09:06:29z	 -10.001	 -5.000		 299.0	 3	35.0134	2.298	 99.99	 0.01	 27.772	27.757	  1.77	11.54																											10.8868	7.5859	25.0000		
PIRATA-FR32	st018c01	B	2022-03-10T09:06:29z	 -10.001	 -5.000		 400.0	 2	34.8041	1.800	 78.32	 0.01	 33.895	33.885	  2.13	16.17																											8.9397	7.5005	25.0000		
PIRATA-FR32	st018c01	B	2022-03-10T09:06:29z	 -10.001	 -5.000		 502.0	 1	34.7054	2.015	 87.68	 0.00	 35.168	35.164	  2.23	18.63																											7.9616	7.4954	25.0000		
PIRATA-FR32	st019c01	B	2022-03-10T12:46:46z	 -10.000	 -5.498		   3.0	14																																			28.5244		25.0000		
PIRATA-FR32	st019c01	B	2022-03-10T12:46:46z	 -10.000	 -5.498		   3.0	13	36.0726	4.891	213.67																																28.4982	8.0448	25.0000		
PIRATA-FR32	st019c01	B	2022-03-10T12:46:46z	 -10.000	 -5.498		  20.0	12	36.0718	4.499	196.39																																28.4473		25.0000		
PIRATA-FR32	st019c01	B	2022-03-10T12:46:46z	 -10.000	 -5.498		  40.0	11																																			28.4116		25.0000		
PIRATA-FR32	st019c01	B	2022-03-10T12:46:46z	 -10.000	 -5.498		  40.0	10	36.0716	4.499	196.39																																28.4059	8.0464	25.0000		
PIRATA-FR32	st019c01	B	2022-03-10T12:46:46z	 -10.000	 -5.498		  60.0	 9	35.9853	4.621	201.46																																23.3918	7.9740	25.0000		
PIRATA-FR32	st019c01	B	2022-03-10T12:46:46z	 -10.000	 -5.498		  81.0	 8	35.8837	2.822	122.91																																17.8577		25.0000		
PIRATA-FR32	st019c01	B	2022-03-10T12:46:46z	 -10.000	 -5.498		  81.0	 7	35.8864	2.819	122.78																																17.8333	7.7784	25.0000		
PIRATA-FR32	st019c01	B	2022-03-10T12:46:46z	 -10.000	 -5.498		 101.0	 6	35.6086	2.472	107.68																																15.5108	7.7078	25.0000		
PIRATA-FR32	st019c01	B	2022-03-10T12:46:46z	 -10.000	 -5.498		 150.0	 5	35.3013	2.216	 96.45																																13.0906	7.6345	25.0000		
PIRATA-FR32	st019c01	B	2022-03-10T12:46:46z	 -10.000	 -5.498		 200.0	 4	35.3016	2.450	106.63																																11.5013	7.6143	25.0000		
PIRATA-FR32	st019c01	B	2022-03-10T12:46:46z	 -10.000	 -5.498		 299.0	 3	35.0935	2.159	 93.95																																10.0477	7.5567	25.0000		
PIRATA-FR32	st019c01	B	2022-03-10T12:46:46z	 -10.000	 -5.498		 399.0	 2	34.9199	1.918	 83.42																																8.5929		25.0000		
PIRATA-FR32	st019c01	B	2022-03-10T12:46:46z	 -10.000	 -5.498		 496.0	 1	34.6715	2.234	 97.19																																7.6214		25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		   3.0	18									0.0052	0.0064	0.0063	0.0033	0.0032			0.0009	0.0158	0.0014	0.0043			0.1016		0.0041	0.0051	0.0092	0.0141			0.0519	0.0442	0.0961	0.0012		28.3584		25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		   3.0	17	36.1319	4.498	196.48	-0.00	  0.010	0.013	  0.10	 0.88																											28.3574	8.0394	25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		  19.0	16	36.1396	4.501	196.61	-0.00	  0.003	0.004	  0.10	 0.86	0.0047	0.0060	0.0060	0.0031	0.0031			0.0008	0.0148	0.0022	0.0039			0.0910		0.0041	0.0051	0.0092	0.0128			0.0455	0.0400	0.0855	0.0011		28.3624	8.0369	25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		  40.0	15	36.1112	4.756	207.65	 0.00	  0.048	0.048	  0.10	 0.97	0.0160	0.0177	0.0111	0.0167	0.0063			0.0013	0.0575	0.0014	0.0079			0.1464		0.0159	0.0201	0.0360	0.0292			0.1233	0.1283	0.2516	0.0022		27.0453	8.0295	25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		  60.0	14	36.1645	4.590	200.09	 0.03	  0.797	0.769	  0.24	 1.55	0.0609	0.0555	0.0228	0.0874	0.0152	0.0087		0.0079	0.1688	0.0022	0.0125	0.0042		0.1371	0.0027	0.0570	0.1955	0.2525	0.0559			0.2235	0.4022	0.6257	0.0051		23.0459	7.9754	25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		  80.0	13	35.9297	3.208	139.70	 0.38	 11.994	11.609	  0.86	 3.74	0.0409	0.0305	0.0085	0.0763	0.0144	0.0052	0.0034	0.0036	0.0666	0.0016	0.0057	0.0029		0.0452		0.0891	0.1071	0.1962	0.0377			0.1150	0.2293	0.3443	0.0035		19.8438	7.8199	25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		 100.0	12	35.6369	2.259	 98.32	 0.07	 19.901	19.829	  1.29	 5.89	0.0250	0.0170	0.0055	0.0439	0.0102	0.0018	0.0020		0.0412		0.0033	0.0025		0.0199		0.0765	0.0422	0.1187	0.0267			0.0653	0.1251	0.1904	0.0021		16.2572	7.6959	25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		 150.0	11				 0.02	 24.949	24.934	  1.56	 8.60																											13.1006		25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		 199.0	10	35.0781	2.045	 88.93	 0.01	 27.802	27.795	  1.75	11.08																											11.3071	7.5780	25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		 299.0	 9	34.9099	1.754	 76.28	 0.00	 31.847	31.846	  1.98	13.87																											9.9145	7.5250	25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		 299.0	 8	34.9078	1.766	 76.81	 0.00	 31.860	31.859	  1.98	13.99																											9.9102	7.5225	25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		 498.0	 7	34.6401	1.943	 84.49	 0.00	 36.861	36.861	  2.35	21.18																											7.1703	7.4704	25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		 795.0	 6	34.5050	2.923	127.09	-0.00	 36.630	36.631	  2.44	31.01																											4.9382	7.5102	25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		 993.0	 5	34.5889	3.646	158.53	-0.00	 33.386	33.388	  2.24	33.56																											4.2837	7.5650	25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		1239.0	 4				 0.00	 27.142	27.138	  1.81	25.55																											4.3555		25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		1486.0	 3	34.9347	5.084	221.11	-0.00	 22.796	22.798	  1.50	20.81																											4.1851	7.6918	25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		1733.0	 2				-0.00	 20.931	20.932	  1.38	20.32																											3.9102		25.0000		
PIRATA-FR32	st020c01	B	2022-03-11T01:24:22z	 -10.010	 -6.026		1980.0	 1	34.9507	5.530	240.35	-0.00	 20.800	20.803	  1.37	24.09																											3.5613	7.7141	25.0000		
PIRATA-FR32	st021c01	B	2022-03-11T06:14:29z	  -9.998	 -6.497		   3.0	14																																			28.3466		25.0000		
PIRATA-FR32	st021c01	B	2022-03-11T06:14:29z	  -9.998	 -6.497		   2.0	13	35.8980	4.548	198.67																																28.3480	8.0458	25.0000		
PIRATA-FR32	st021c01	B	2022-03-11T06:14:29z	  -9.998	 -6.497		  22.0	12	35.8999	4.497	196.29																																28.3426		25.0000		
PIRATA-FR32	st021c01	B	2022-03-11T06:14:29z	  -9.998	 -6.497		  42.0	11																																			27.2530		25.0000		
PIRATA-FR32	st021c01	B	2022-03-11T06:14:29z	  -9.998	 -6.497		  42.0	10	36.3158	4.680	204.17																																27.2357	8.0303	25.0000		
PIRATA-FR32	st021c01	B	2022-03-11T06:14:29z	  -9.998	 -6.497		  42.0	 9	36.3085	4.689	204.58																																27.2188	8.0377	25.0000		
PIRATA-FR32	st021c01	B	2022-03-11T06:14:29z	  -9.998	 -6.497		  61.0	 8	36.3418	4.856	211.63																																22.9160	7.9945	25.0000		
PIRATA-FR32	st021c01	B	2022-03-11T06:14:29z	  -9.998	 -6.497		  81.0	 7	35.9823	3.312	144.21																																18.3084		25.0000		
PIRATA-FR32	st021c01	B	2022-03-11T06:14:29z	  -9.998	 -6.497		  99.0	 6	35.4993	2.218	 96.55																																14.7541	7.6696	25.0000		
PIRATA-FR32	st021c01	B	2022-03-11T06:14:29z	  -9.998	 -6.497		 150.0	 5	35.2223	2.093	 91.07																																12.5159	7.5908	25.0000		
PIRATA-FR32	st021c01	B	2022-03-11T06:14:29z	  -9.998	 -6.497		 199.0	 4	35.0663	2.090	 90.91																																11.2547	7.5713	25.0000		
PIRATA-FR32	st021c01	B	2022-03-11T06:14:29z	  -9.998	 -6.497		 298.0	 3	34.9068	1.925	 83.76																																9.9265	7.5255	25.0000		
PIRATA-FR32	st021c01	B	2022-03-11T06:14:29z	  -9.998	 -6.497		 397.0	 2	34.8020	1.648	 71.70																																8.9367	7.4711	25.0000		
PIRATA-FR32	st021c01	B	2022-03-11T06:14:29z	  -9.998	 -6.497		 498.0	 1	34.6621	1.957	 85.11																																7.4562	7.4757	25.0000		
PIRATA-FR32	st022c01	B	2022-03-11T09:53:50z	 -10.000	 -6.998		   2.0	12	36.0344	4.485	195.76	-0.00	  0.029	0.032	  0.07	 0.99																											28.1349	8.0420	25.0000		
PIRATA-FR32	st022c01	B	2022-03-11T09:53:50z	 -10.000	 -6.998		  20.0	11	36.3392	4.523	197.37	-0.01	  0.042	0.048	  0.09	 0.77																											27.9151		25.0000		
PIRATA-FR32	st022c01	B	2022-03-11T09:53:50z	 -10.000	 -6.998		  19.0	10	36.3388	4.531	197.73	-0.00	  0.044	0.048	  0.09	 0.75																											27.9019	8.0348	25.0000		
PIRATA-FR32	st022c01	B	2022-03-11T09:53:50z	 -10.000	 -6.998		  40.0	 9	36.4793	4.992	217.62	-0.00	  0.019	0.020	  0.11	 0.91																											24.7227	8.0242	25.0000		
PIRATA-FR32	st022c01	B	2022-03-11T09:53:50z	 -10.000	 -6.998		  60.0	 8	36.4442	4.545	197.95	 0.04	  2.092	2.051	  0.35	 1.76																											21.2640	7.9519	25.0000		
PIRATA-FR32	st022c01	B	2022-03-11T09:53:50z	 -10.000	 -6.998		  80.0	 7	36.0406	3.336	145.26	 0.28	 11.201	10.921	  0.84	 3.51																											18.5912		25.0000		
PIRATA-FR32	st022c01	B	2022-03-11T09:53:50z	 -10.000	 -6.998		 100.0	 6	35.7437	2.557	111.33	 0.30	 17.561	17.261	  1.18	 5.07																											16.7752	7.7331	25.0000		
PIRATA-FR32	st022c01	B	2022-03-11T09:53:50z	 -10.000	 -6.998		 149.0	 5	35.2873	2.089	 90.92	 0.01	 24.591	24.579	  1.58	 8.55																											13.0140	7.6166	25.0000		
PIRATA-FR32	st022c01	B	2022-03-11T09:53:50z	 -10.000	 -6.998		 200.0	 4	35.0713	2.131	 92.71	 0.01	 27.426	27.419	  1.75	10.86																											11.3024	7.5830	25.0000		
PIRATA-FR32	st022c01	B	2022-03-11T09:53:50z	 -10.000	 -6.998		 300.0	 3	34.9025	1.881	 81.84	 0.00	 31.504	31.500	  1.98	13.84																											9.8753	7.5273	25.0000		
PIRATA-FR32	st022c01	B	2022-03-11T09:53:50z	 -10.000	 -6.998		 399.0	 2	34.7801	1.500	 65.26	 0.00	 35.868	35.864	  2.25	17.16																											8.6591	7.4709	25.0000		
PIRATA-FR32	st022c01	B	2022-03-11T09:53:50z	 -10.000	 -6.998		 503.0	 1	34.6561	2.211	 96.17	 0.01	 35.062	35.055	  2.25	19.73																											7.4775	7.4998	25.0000		
PIRATA-FR32	st023c01	B	2022-03-11T13:38:43z	  -9.999	 -7.499		   4.0	14																																			27.9910		25.0000		
PIRATA-FR32	st023c01	B	2022-03-11T13:38:43z	  -9.999	 -7.499		   4.0	13	36.3599	4.664	203.75																																27.9966	8.0329	25.0000		
PIRATA-FR32	st023c01	B	2022-03-11T13:38:43z	  -9.999	 -7.499		  20.0	12	36.3556	4.529	197.65																																27.7782		25.0000		
PIRATA-FR32	st023c01	B	2022-03-11T13:38:43z	  -9.999	 -7.499		  20.0	11	36.4267	4.526	197.51																																27.7761	8.0202	25.0000		
PIRATA-FR32	st023c01	B	2022-03-11T13:38:43z	  -9.999	 -7.499		  40.0	10																																			24.9990		25.0000		
PIRATA-FR32	st023c01	B	2022-03-11T13:38:43z	  -9.999	 -7.499		  40.0	 9	36.4298	4.986	217.40																																24.9857	8.0398	25.0000		
PIRATA-FR32	st023c01	B	2022-03-11T13:38:43z	  -9.999	 -7.499		  60.0	 8	36.1576	3.867	168.45																																20.0197	7.8865	25.0000		
PIRATA-FR32	st023c01	B	2022-03-11T13:38:43z	  -9.999	 -7.499		  80.0	 7	35.7006	2.509	109.25																																16.8313		25.0000		
PIRATA-FR32	st023c01	B	2022-03-11T13:38:43z	  -9.999	 -7.499		 100.0	 6	35.3836	2.002	 87.13																																13.8166	7.6253	25.0000		
PIRATA-FR32	st023c01	B	2022-03-11T13:38:43z	  -9.999	 -7.499		 150.0	 5	35.1358	2.068	 90.00																																11.8349	7.5944	25.0000		
PIRATA-FR32	st023c01	B	2022-03-11T13:38:43z	  -9.999	 -7.499		 199.0	 4	35.0247	2.108	 91.73																																10.9286	7.5748	25.0000		
PIRATA-FR32	st023c01	B	2022-03-11T13:38:43z	  -9.999	 -7.499		 299.0	 3	34.8785	1.788	 77.78																																9.6618	7.5149	25.0000		
PIRATA-FR32	st023c01	B	2022-03-11T13:38:43z	  -9.999	 -7.499		 397.0	 2	34.7760	1.692	 73.60																																8.6822	7.4845	25.0000		
PIRATA-FR32	st023c01	B	2022-03-11T13:38:43z	  -9.999	 -7.499		 497.0	 1	34.6609	1.820	 79.17																																7.4498	7.4670	25.0000		
PIRATA-FR32	st024c01	B	2022-03-11T17:31:14z	  -9.999	 -8.000		   3.0	13									0.0043	0.0055	0.0057	0.0031	0.0022			0.0012	0.0159	0.0014	0.0052			0.1035		0.0022	0.0050	0.0072	0.0109			0.0455	0.0518	0.0973	0.0007		27.9403		25.0000		
PIRATA-FR32	st024c01	B	2022-03-11T17:31:14z	  -9.999	 -8.000		   3.0	12	36.3684	4.534	197.84	 0.01	  0.039	0.033	  0.12	 0.86																											27.9437	8.0309	25.0000		
PIRATA-FR32	st024c01	B	2022-03-11T17:31:14z	  -9.999	 -8.000		  22.0	11	36.3718	4.530	197.66	 0.00	  0.066	0.063	  0.12	 0.82	0.0039	0.0052	0.0052	0.0026	0.0020			0.0008	0.0128	0.0011	0.0038			0.0916		0.0031	0.0052	0.0083	0.0101			0.0434	0.0435	0.0869			27.8574		25.0000		
PIRATA-FR32	st024c01	B	2022-03-11T17:31:14z	  -9.999	 -8.000		  41.0	10	36.3568	4.880	212.84	 0.00	  0.070	0.065	  0.13	 0.91	0.0071	0.0097	0.0069	0.0077	0.0039			0.0011	0.0307	0.0012	0.0055			0.1335		0.0066	0.0087	0.0153	0.0150			0.0698	0.0775	0.1473			25.8701	8.0288	25.0000		
PIRATA-FR32	st024c01	B	2022-03-11T17:31:14z	  -9.999	 -8.000		  61.0	 9	36.4173	5.031	219.24	 0.01	  0.130	0.120	  0.17	 1.20	0.0170	0.0222	0.0132	0.0227	0.0053	0.0016		0.0016	0.0684	0.0016	0.0062			0.1502		0.0151	0.0336	0.0487	0.0288			0.1550	0.1572	0.3122	0.0042		23.2536	8.0148	25.0000		
