//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR31/data-final/CHIMIE/PIRATAFR31_CHIMIE_odv.txt
//Data treated : 2024-04-09T11:57:42
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR31/data-final/CHIMIE/PIRATAFR31_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	ATXA [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA-FR31	st16c01	B	2021-03-11T09:38:49z	 -10.000	 -4.001		1500.0	 2		5.154	224.04	 0.01	 23.032	23.022	  1.58	20.38																															
PIRATA-FR31	st16c01	B	2021-03-11T09:38:49z	 -10.000	 -4.001		2001.0	 1	34.9535	5.665	246.19	 0.01	 20.710	20.703	  1.43	22.41																															
PIRATA-FR31	st16c01	B	2021-03-11T09:38:49z	 -10.000	 -4.001																																										
PIRATA-FR31	st17c01	B	2021-03-11T14:24:29z	 -10.002	 -4.499		   3.0	15																																							
PIRATA-FR31	st17c01	B	2021-03-11T14:24:29z	 -10.002	 -4.499		   3.0	14																																							
PIRATA-FR31	st17c01	B	2021-03-11T14:24:29z	 -10.002	 -4.499		   3.0	13	36.0483	4.520	197.32																																				
PIRATA-FR31	st17c01	B	2021-03-11T14:24:29z	 -10.002	 -4.499		  20.0	12	36.0470	4.523	197.43																																				
PIRATA-FR31	st17c01	B	2021-03-11T14:24:29z	 -10.002	 -4.499		  40.0	11	36.2450	4.618	201.53																																				
PIRATA-FR31	st17c01	B	2021-03-11T14:24:29z	 -10.002	 -4.499		  60.0	10																																							
PIRATA-FR31	st17c01	B	2021-03-11T14:24:29z	 -10.002	 -4.499		  60.0	 9	35.8725	3.732	162.60																																				
PIRATA-FR31	st17c01	B	2021-03-11T14:24:29z	 -10.002	 -4.499		  81.0	 8	35.6165	2.637	114.82																																				
PIRATA-FR31	st17c01	B	2021-03-11T14:24:29z	 -10.002	 -4.499		 101.0	 7	35.5181	2.660	115.78																																				
PIRATA-FR31	st17c01	B	2021-03-11T14:24:29z	 -10.002	 -4.499		 400.0	 6	34.8493	2.133	 92.82																																				
PIRATA-FR31	st17c01	B	2021-03-11T14:24:29z	 -10.002	 -4.499		 600.0	 5	34.5627	2.611	113.60																																				
PIRATA-FR31	st17c01	B	2021-03-11T14:24:29z	 -10.002	 -4.499		 804.0	 4	34.5028	3.195	138.99																																				
PIRATA-FR31	st17c01	B	2021-03-11T14:24:29z	 -10.002	 -4.499		 803.0	 3	34.5019	3.226	140.32																																				
PIRATA-FR31	st17c01	B	2021-03-11T14:24:29z	 -10.002	 -4.499		1499.0	 2	34.9485	5.202	226.13																																				
PIRATA-FR31	st17c01	B	2021-03-11T14:24:29z	 -10.002	 -4.499		2001.0	 1	34.9511	5.594	243.17																																				
PIRATA-FR31	st17c01	B	2021-03-11T14:24:29z	 -10.002	 -4.499																																										
PIRATA-FR31	st18c01	B	2021-03-11T19:06:22z	 -10.001	 -4.998		   3.0	12	36.3686	4.552	198.61	 0.01	  0.015	0.006	  0.12	 1.22																															
PIRATA-FR31	st18c01	B	2021-03-11T19:06:22z	 -10.001	 -4.998		  20.0	11	36.3680	4.551	198.57	 0.01	  0.022	0.011	  0.12	 1.10																															
PIRATA-FR31	st18c01	B	2021-03-11T19:06:22z	 -10.001	 -4.998		  40.0	10	36.3644	4.552	198.61	 0.01	  0.017	0.007	  0.13	 1.02																															
PIRATA-FR31	st18c01	B	2021-03-11T19:06:22z	 -10.001	 -4.998		  60.0	 9	36.3289	4.620	201.53	 0.01	  0.010	-0.001	  0.12	 1.02																															
PIRATA-FR31	st18c01	B	2021-03-11T19:06:22z	 -10.001	 -4.998		  80.0	 8	35.9911	4.135	180.18	 0.12	  4.511	4.390	  0.49	 2.43																															
PIRATA-FR31	st18c01	B	2021-03-11T19:06:22z	 -10.001	 -4.998		 100.0	 7	35.7505	2.869	124.91	 0.29	 16.133	15.839	  1.11	 4.78																															
PIRATA-FR31	st18c01	B	2021-03-11T19:06:22z	 -10.001	 -4.998		 400.0	 6	34.7964	1.794	 78.07	 0.02	 33.941	33.924	  2.19	16.45																															
PIRATA-FR31	st18c01	B	2021-03-11T19:06:22z	 -10.001	 -4.998		 601.0	 5	34.5444	2.845	123.75	 0.02	 34.746	34.727	  2.35	23.43																															
PIRATA-FR31	st18c01	B	2021-03-11T19:06:22z	 -10.001	 -4.998		 801.0	 4	34.4957	3.236	140.72	 0.02	 35.302	35.284	  2.45	30.97																															
PIRATA-FR31	st18c01	B	2021-03-11T19:06:22z	 -10.001	 -4.998		 800.0	 3	34.4947	3.239	140.87	 0.01	 35.390	35.377	  2.46	31.02																															
PIRATA-FR31	st18c01	B	2021-03-11T19:06:22z	 -10.001	 -4.998		1501.0	 2	34.9431	5.183	225.31	 0.01	 22.230	22.219	  1.51	20.49																															
PIRATA-FR31	st18c01	B	2021-03-11T19:06:22z	 -10.001	 -4.998		2000.0	 1	34.9460	5.523	240.06	 0.01	 21.010	20.996	  1.45	26.48																															
PIRATA-FR31	st18c01	B	2021-03-11T19:06:22z	 -10.001	 -4.998																																										
PIRATA-FR31	st19c01	B	2021-03-11T23:41:04z	 -10.002	 -5.499		   4.0	15																																							
PIRATA-FR31	st19c01	B	2021-03-11T23:41:04z	 -10.002	 -5.499		   3.0	14																																							
PIRATA-FR31	st19c01	B	2021-03-11T23:41:04z	 -10.002	 -5.499		   4.0	13	36.2916	4.555	198.76																																				
PIRATA-FR31	st19c01	B	2021-03-11T23:41:04z	 -10.002	 -5.499		  20.0	12	36.2929	4.558	198.88																																				
PIRATA-FR31	st19c01	B	2021-03-11T23:41:04z	 -10.002	 -5.499		  40.0	11	36.3102	4.578	199.76																																				
PIRATA-FR31	st19c01	B	2021-03-11T23:41:04z	 -10.002	 -5.499		  65.0	10	36.1313	4.599	200.50																																				
PIRATA-FR31	st19c01	B	2021-03-11T23:41:04z	 -10.002	 -5.499		  65.0	 9																																							
PIRATA-FR31	st19c01	B	2021-03-11T23:41:04z	 -10.002	 -5.499		  80.0	 8	35.9421	3.641	158.67																																				
PIRATA-FR31	st19c01	B	2021-03-11T23:41:04z	 -10.002	 -5.499		 101.0	 7	35.8634	2.799	121.89																																				
PIRATA-FR31	st19c01	B	2021-03-11T23:41:04z	 -10.002	 -5.499		 400.0	 6	34.7548	1.826	 79.44																																				
PIRATA-FR31	st19c01	B	2021-03-11T23:41:04z	 -10.002	 -5.499		 600.0	 5	34.5592	2.537	110.35																																				
PIRATA-FR31	st19c01	B	2021-03-11T23:41:04z	 -10.002	 -5.499		 799.0	 4	34.4948	3.115	135.46																																				
PIRATA-FR31	st19c01	B	2021-03-11T23:41:04z	 -10.002	 -5.499		 799.0	 3	34.4950	3.128	136.03																																				
PIRATA-FR31	st19c01	B	2021-03-11T23:41:04z	 -10.002	 -5.499		1500.0	 2	34.9361	5.103	221.83																																				
PIRATA-FR31	st19c01	B	2021-03-11T23:41:04z	 -10.002	 -5.499		2000.0	 1	34.9515	5.539	240.75																																				
PIRATA-FR31	st19c01	B	2021-03-11T23:41:04z	 -10.002	 -5.499																																										
PIRATA-FR31	st20c01	B	2021-03-12T04:34:09z	 -10.017	 -6.037		   3.0	12	36.5635	4.555	198.67	 0.02	  0.012	-0.004	  0.12	 0.93	0.0074	0.0074	0.0024	0.0041	0.0024			0.0035	0.0204	0.0041			0.1172		0.0113	0.0072	0.0185	0.0105			0.0492	0.0438	0.0930								
PIRATA-FR31	st20c01	B	2021-03-12T04:34:09z	 -10.017	 -6.037		  20.0	11	36.3541	4.561	198.94	 0.02	  0.012	-0.005	  0.12	 0.91	0.0069	0.0069	0.0021	0.0037	0.0023			0.0035	0.0186	0.0038			0.1047		0.0101	0.0065	0.0166	0.0096			0.0440	0.0387	0.0827								
PIRATA-FR31	st20c01	B	2021-03-12T04:34:09z	 -10.017	 -6.037		  40.0	10	36.3549	4.560	198.89	 0.01	  0.014	-0.001	  0.13	 0.97	0.0040	0.0071	0.0022	0.0037	0.0026			0.0035	0.0185	0.0035			0.1078		0.0110	0.0066	0.0176	0.0098			0.0459	0.0390	0.0849								
PIRATA-FR31	st20c01	B	2021-03-12T04:34:09z	 -10.017	 -6.037		  60.0	 9	36.3042	4.641	202.44	 0.01	  0.012	-0.001	  0.13	 0.94	0.0087	0.0129	0.0039	0.0078	0.0034			0.0033	0.0366	0.0048			0.1376		0.0296	0.0121	0.0417	0.0164			0.0870	0.0666	0.1536	0.0026							
PIRATA-FR31	st20c01	B	2021-03-12T04:34:09z	 -10.017	 -6.037		  80.0	 8	36.0804	4.098	178.59	 0.19	  3.852	3.667	  0.44	 2.08	0.0409	0.0389	0.0056	0.0648	0.0091	0.0097	0.0023	0.0061	0.0873	0.0064	0.0015		0.0893		0.3031	0.1300	0.4331	0.0445			0.1822	0.2168	0.3990	0.0063							
PIRATA-FR31	st20c01	B	2021-03-12T04:34:09z	 -10.017	 -6.037		 101.0	 7	35.8612	2.887	125.74	 0.21	 14.134	13.924	  1.02	 4.21									0.0010				0.0008								0.0010	0.0028	0.0038								
PIRATA-FR31	st20c01	B	2021-03-12T04:34:09z	 -10.017	 -6.037		 301.0	 6	34.9262	1.915	 83.34	 0.02	 30.669	30.653	  1.99	13.30																															
PIRATA-FR31	st20c01	B	2021-03-12T04:34:09z	 -10.017	 -6.037		 301.0	 5	34.9278	1.910	 83.13	 0.02	 30.745	30.727	  2.00	13.37																															
PIRATA-FR31	st20c01	B	2021-03-12T04:34:09z	 -10.017	 -6.037		 501.0	 4	34.6246	2.073	 90.17	 0.02	 36.767	36.748	  2.43	21.50																															
PIRATA-FR31	st20c01	B	2021-03-12T04:34:09z	 -10.017	 -6.037		 800.0	 3	34.4950	3.228	140.40	 0.01	 35.528	35.513	  2.46	31.40																															
PIRATA-FR31	st20c01	B	2021-03-12T04:34:09z	 -10.017	 -6.037		1501.0	 2	34.9309	5.043	219.21	 0.02	 23.031	23.012	  1.58	21.30																															
PIRATA-FR31	st20c01	B	2021-03-12T04:34:09z	 -10.017	 -6.037		2000.0	 1	34.9449	5.496	238.87	 0.02	 21.301	21.284	  1.45	26.37																															
PIRATA-FR31	st20c01	B	2021-03-12T04:34:09z	 -10.017	 -6.037																																										
PIRATA-FR31	st21c01	B	2021-03-12T20:06:25z	 -10.001	 -6.498		   3.0	15																																							
PIRATA-FR31	st21c01	B	2021-03-12T20:06:25z	 -10.001	 -6.498		   3.0	14																																							
PIRATA-FR31	st21c01	B	2021-03-12T20:06:25z	 -10.001	 -6.498		   3.0	13	36.3251	4.561	199.00																																				
PIRATA-FR31	st21c01	B	2021-03-12T20:06:25z	 -10.001	 -6.498		  20.0	12	36.3256	4.566	199.20																																				
PIRATA-FR31	st21c01	B	2021-03-12T20:06:25z	 -10.001	 -6.498		  40.0	11	36.3326	4.575	199.61																																				
PIRATA-FR31	st21c01	B	2021-03-12T20:06:25z	 -10.001	 -6.498		  65.0	10																																							
PIRATA-FR31	st21c01	B	2021-03-12T20:06:25z	 -10.001	 -6.498		  65.0	 9	36.2608	4.752	207.27																																				
PIRATA-FR31	st21c01	B	2021-03-12T20:06:25z	 -10.001	 -6.498		  81.0	 8	36.1993	4.753	207.24																																				
PIRATA-FR31	st21c01	B	2021-03-12T20:06:25z	 -10.001	 -6.498		 101.0	 7	35.9987	3.789	165.07																																				
PIRATA-FR31	st21c01	B	2021-03-12T20:06:25z	 -10.001	 -6.498		 101.0	 6	35.9951	3.770	164.22																																				
PIRATA-FR31	st21c01	B	2021-03-12T20:06:25z	 -10.001	 -6.498		 401.0	 5	34.7528	1.562	 67.98																																				
PIRATA-FR31	st21c01	B	2021-03-12T20:06:25z	 -10.001	 -6.498		 601.0	 4	34.5389	2.748	119.54																																				
PIRATA-FR31	st21c01	B	2021-03-12T20:06:25z	 -10.001	 -6.498		 800.0	 3	34.4970	3.190	138.73																																				
PIRATA-FR31	st21c01	B	2021-03-12T20:06:25z	 -10.001	 -6.498		1501.0	 2	34.9130	4.872	211.82																																				
PIRATA-FR31	st21c01	B	2021-03-12T20:06:25z	 -10.001	 -6.498		2000.0	 1	34.9413	5.440	236.49																																				
PIRATA-FR31	st21c01	B	2021-03-12T20:06:25z	 -10.001	 -6.498																																										
PIRATA-FR31	st22c01	B	2021-03-13T00:36:30z	 -10.000	 -7.000		   4.0	12	36.2454	4.566	199.22	 0.02	  0.010	-0.006	  0.10	 1.14																															
PIRATA-FR31	st22c01	B	2021-03-13T00:36:30z	 -10.000	 -7.000		  20.0	11	36.2435	4.562	199.07	 0.02	  0.014	-0.005	  0.11	 1.24																															
PIRATA-FR31	st22c01	B	2021-03-13T00:36:30z	 -10.000	 -7.000		  40.0	10	36.2441	4.565	199.16	 0.02	 -0.001	-0.020	  0.11	 1.12																															
PIRATA-FR31	st22c01	B	2021-03-13T00:36:30z	 -10.000	 -7.000		  60.0	 9	36.2451	4.575	199.61	 0.02	  0.012	-0.007	  0.11	 1.11																															
PIRATA-FR31	st22c01	B	2021-03-13T00:36:30z	 -10.000	 -7.000		  80.0	 8	36.2857	4.849	211.38	 0.03	  0.057	0.031	  0.15	 1.28																															
PIRATA-FR31	st22c01	B	2021-03-13T00:36:30z	 -10.000	 -7.000		 101.0	 7	35.8850	3.238	141.03	 0.31	 11.770	11.458	  0.90	 3.78																															
PIRATA-FR31	st22c01	B	2021-03-13T00:36:30z	 -10.000	 -7.000		 101.0	 6	35.8794	3.197	139.22	 0.32	 12.039	11.718	  0.92	 3.88																															
PIRATA-FR31	st22c01	B	2021-03-13T00:36:30z	 -10.000	 -7.000		 402.0	 5	34.7379	1.903	 82.77	 0.02	 34.804	34.786	  2.26	17.77																															
PIRATA-FR31	st22c01	B	2021-03-13T00:36:30z	 -10.000	 -7.000		 600.0	 4	34.5457	2.433	105.82	 0.02	 36.674	36.656	  2.46	24.01																															
PIRATA-FR31	st22c01	B	2021-03-13T00:36:30z	 -10.000	 -7.000		 800.0	 3	34.5054	2.919	126.97	 0.02	 36.813	36.797	  2.54	31.16																															
PIRATA-FR31	st22c01	B	2021-03-13T00:36:30z	 -10.000	 -7.000		1500.0	 2	34.9185	4.983	216.59	 0.01	 23.590	23.575	  1.63	22.50																															
PIRATA-FR31	st22c01	B	2021-03-13T00:36:30z	 -10.000	 -7.000		2001.0	 1	34.9437	5.476	238.00	 0.02	 21.334	21.317	  1.48	25.66																															
PIRATA-FR31	st22c01	B	2021-03-13T00:36:30z	 -10.000	 -7.000																																										
PIRATA-FR31	st23c01	B	2021-03-13T05:10:01z	 -10.000	 -7.499		   3.0	15																																							
PIRATA-FR31	st23c01	B	2021-03-13T05:10:01z	 -10.000	 -7.499		   3.0	14																																							
PIRATA-FR31	st23c01	B	2021-03-13T05:10:01z	 -10.000	 -7.499		   3.0	13	36.2516	4.544	198.28																																				
PIRATA-FR31	st23c01	B	2021-03-13T05:10:01z	 -10.000	 -7.499		  20.0	12	36.2522	4.534	197.83																																				
PIRATA-FR31	st23c01	B	2021-03-13T05:10:01z	 -10.000	 -7.499		  40.0	11	36.2394	4.544	198.27																																				
PIRATA-FR31	st23c01	B	2021-03-13T05:10:01z	 -10.000	 -7.499		  60.0	10	35.9725	4.589	200.23																																				
PIRATA-FR31	st23c01	B	2021-03-13T05:10:01z	 -10.000	 -7.499		  80.0	 9																																							
PIRATA-FR31	st23c01	B	2021-03-13T05:10:01z	 -10.000	 -7.499		  80.0	 8	35.9725	3.983	173.51																																				
PIRATA-FR31	st23c01	B	2021-03-13T05:10:01z	 -10.000	 -7.499		  80.0	 7	35.9672	3.935	171.42																																				
PIRATA-FR31	st23c01	B	2021-03-13T05:10:01z	 -10.000	 -7.499		 100.0	 6	35.6147	2.148	 93.49																																				
PIRATA-FR31	st23c01	B	2021-03-13T05:10:01z	 -10.000	 -7.499		 400.0	 5	34.8085	1.139	 49.57																																				
PIRATA-FR31	st23c01	B	2021-03-13T05:10:01z	 -10.000	 -7.499		 600.0	 4	34.5608	2.250	 97.85																																				
PIRATA-FR31	st23c01	B	2021-03-13T05:10:01z	 -10.000	 -7.499		 800.0	 3	34.5105	2.857	124.24																																				
PIRATA-FR31	st23c01	B	2021-03-13T05:10:01z	 -10.000	 -7.499		1501.0	 2	34.9160	5.006	217.61																																				
PIRATA-FR31	st23c01	B	2021-03-13T05:10:01z	 -10.000	 -7.499		2000.0	 1	34.9436	5.502	239.14																																				
PIRATA-FR31	st23c01	B	2021-03-13T05:10:01z	 -10.000	 -7.499																																										
PIRATA-FR31	st24c01	B	2021-03-13T09:50:46z	  -9.998	 -7.999		   3.0	12	36.2958	4.543	198.20	 0.01	  0.021	0.007	  0.12	 1.01	0.0041	0.0032	0.0024	0.0050	0.0040			0.0012	0.0181	0.0108	0.0008	0.0017	0.1083		0.0127	0.0053	0.0180	0.0104			0.0575	0.0480	0.1055	0.0023							
PIRATA-FR31	st24c01	B	2021-03-13T09:50:46z	  -9.998	 -7.999		  20.0	11	36.2937	4.537	197.96	 0.01	  0.019	0.006	  0.11	 1.03	0.0039	0.0065	0.0021	0.0051	0.0038			0.0016	0.0179	0.0086	0.0007	0.0030	0.0951		0.0116	0.0057	0.0173	0.0094			0.0497	0.0474	0.0971	0.0019							
PIRATA-FR31	st24c01	B	2021-03-13T09:50:46z	  -9.998	 -7.999		  41.0	10	36.2929	4.537	197.94	 0.01	  0.031	0.018	  0.11	 1.02	0.0045	0.0077	0.0030	0.0057	0.0045			0.0018	0.0205	0.0064			0.0942		0.0128	0.0065	0.0193	0.0101			0.0523	0.0534	0.1057	0.0021							
PIRATA-FR31	st24c01	B	2021-03-13T09:50:46z	  -9.998	 -7.999		  60.0	 9	36.2145	4.837	210.94	 0.02	  0.037	0.021	  0.18	 1.34																															
PIRATA-FR31	st24c01	B	2021-03-13T09:50:46z	  -9.998	 -7.999		  60.0	 8	36.2256	4.815	209.98	 0.01	  0.039	0.024	  0.17	 1.30	0.0193	0.0250	0.0087	0.0246	0.0079			0.0031	0.0743	0.0100			0.1801		0.0319	0.0223	0.0542	0.0228			0.1218	0.1496	0.2714	0.0035							
PIRATA-FR31	st24c01	B	2021-03-13T09:50:46z	  -9.998	 -7.999		  80.0	 7	35.7904	3.233	140.81	 0.19	 12.316	12.123	  0.94	 4.00	0.0510	0.0463	0.0081	0.0782	0.0190	0.0120	0.0023	0.0064	0.1243	0.0081	0.0015		0.0659		0.1636	0.1568	0.3204	0.0299			0.1176	0.2821	0.3997	0.0056							
PIRATA-FR31	st24c01	B	2021-03-13T09:50:46z	  -9.998	 -7.999		 102.0	 6	35.6376	2.337	101.74	 0.47	 19.186	18.720	  1.33	 5.61	0.0441	0.0342	0.0035	0.0762	0.0183	0.0049	0.0036	0.0016	0.0746	0.0056	0.0012		0.0339		0.1921	0.0649	0.2570	0.0257			0.0815	0.1846	0.2661	0.0040							
PIRATA-FR31	st24c01	B	2021-03-13T09:50:46z	  -9.998	 -7.999		 351.0	 5	34.8353	1.148	 49.97	 0.02	 36.176	36.154	  2.36	16.60																															
PIRATA-FR31	st24c01	B	2021-03-13T09:50:46z	  -9.998	 -7.999		 600.0	 4	34.5888	2.091	 90.94	 0.02	 37.380	37.363	  2.53	23.34																															
PIRATA-FR31	st24c01	B	2021-03-13T09:50:46z	  -9.998	 -7.999		 802.0	 3	34.4911	3.248	141.26	 0.02	 35.537	35.521	  2.48	31.33																															
PIRATA-FR31	st24c01	B	2021-03-13T09:50:46z	  -9.998	 -7.999		1499.0	 2	34.9159	4.965	215.83	 0.01	 23.638	23.624	  1.64	22.55																															
PIRATA-FR31	st24c01	B	2021-03-13T09:50:46z	  -9.998	 -7.999		1996.0	 1	34.9452	5.448	236.73	 0.01	 21.241	21.229	  1.47	24.24																															
PIRATA-FR31	st24c01	B	2021-03-13T09:50:46z	  -9.998	 -7.999																																										
PIRATA-FR31	st25c01	B	2021-03-13T14:21:37z	  -9.999	 -8.499		   4.0	15																																							
PIRATA-FR31	st25c01	B	2021-03-13T14:21:37z	  -9.999	 -8.499		   4.0	14																																							
PIRATA-FR31	st25c01	B	2021-03-13T14:21:37z	  -9.999	 -8.499		   4.0	13	36.3703	4.570	199.41																																				
PIRATA-FR31	st25c01	B	2021-03-13T14:21:37z	  -9.999	 -8.499		  20.0	12	36.3602	4.587	200.12																																				
PIRATA-FR31	st25c01	B	2021-03-13T14:21:37z	  -9.999	 -8.499		  41.0	11	36.3568	4.586	200.09																																				
PIRATA-FR31	st25c01	B	2021-03-13T14:21:37z	  -9.999	 -8.499		  60.0	10	36.1522	4.857	211.80																																				
PIRATA-FR31	st25c01	B	2021-03-13T14:21:37z	  -9.999	 -8.499		  60.0	 9	36.1420	4.839	211.00																																				
PIRATA-FR31	st25c01	B	2021-03-13T14:21:37z	  -9.999	 -8.499		  80.0	 8																																							
PIRATA-FR31	st25c01	B	2021-03-13T14:21:37z	  -9.999	 -8.499		  80.0	 7	35.7937	3.264	142.18																																				
PIRATA-FR31	st25c01	B	2021-03-13T14:21:37z	  -9.999	 -8.499		 101.0	 6	35.5043	2.187	 95.20																																				
PIRATA-FR31	st25c01	B	2021-03-13T14:21:37z	  -9.999	 -8.499		 401.0	 5	34.7981	1.812	 78.83																																				
PIRATA-FR31	st25c01	B	2021-03-13T14:21:37z	  -9.999	 -8.499		 600.0	 4	34.5947	2.295	 99.82																																				
PIRATA-FR31	st25c01	B	2021-03-13T14:21:37z	  -9.999	 -8.499		 801.0	 3	34.5100	2.623	114.07																																				
PIRATA-FR31	st25c01	B	2021-03-13T14:21:37z	  -9.999	 -8.499		1502.0	 2	34.9270	5.068	220.30																																				
PIRATA-FR31	st25c01	B	2021-03-13T14:21:37z	  -9.999	 -8.499		2001.0	 1	34.9374	5.435	236.25																																				
PIRATA-FR31	st25c01	B	2021-03-13T14:21:37z	  -9.999	 -8.499																																										
PIRATA-FR31	st26c01	B	2021-03-13T18:52:21z	 -10.001	 -8.999		   3.0	12	36.4385	4.601	200.68	 0.01	  0.018	0.004	  0.13	 1.00																															
PIRATA-FR31	st26c01	B	2021-03-13T18:52:21z	 -10.001	 -8.999		  20.0	11	36.4445	4.597	200.50	 0.01	  0.016	0.006	  0.13	 0.98																															
PIRATA-FR31	st26c01	B	2021-03-13T18:52:21z	 -10.001	 -8.999		  20.0	10	36.4458	4.597	200.53	 0.01	  0.018	0.006	  0.14	 0.98																															
PIRATA-FR31	st26c01	B	2021-03-13T18:52:21z	 -10.001	 -8.999		  40.0	 9	36.4614	4.603	200.78	 0.01	  0.017	0.003	  0.15	 1.01																															
PIRATA-FR31	st26c01	B	2021-03-13T18:52:21z	 -10.001	 -8.999		  60.0	 8	36.2574	5.016	218.66	 0.01	  0.012	0.001	  0.15	 1.14																															
PIRATA-FR31	st26c01	B	2021-03-13T18:52:21z	 -10.001	 -8.999		  80.0	 7	35.8817	3.946	171.89	 0.13	  7.219	7.093	  0.65	 3.03																															
PIRATA-FR31	st26c01	B	2021-03-13T18:52:21z	 -10.001	 -8.999		 101.0	 6	35.6972	2.523	109.85	 0.38	 17.411	17.030	  1.24	 5.15																															
PIRATA-FR31	st26c01	B	2021-03-13T18:52:21z	 -10.001	 -8.999		 401.0	 5	34.7499	1.926	 83.76	 0.02	 34.231	34.213	  2.26	16.98																															
PIRATA-FR31	st26c01	B	2021-03-13T18:52:21z	 -10.001	 -8.999		 600.0	 4	34.5782	2.258	 98.20	 0.01	 36.922	36.909	  2.51	23.31																															
PIRATA-FR31	st26c01	B	2021-03-13T18:52:21z	 -10.001	 -8.999		 800.0	 3	34.5103	2.836	123.34	 0.01	 37.221	37.208	  2.60	32.13																															
PIRATA-FR31	st26c01	B	2021-03-13T18:52:21z	 -10.001	 -8.999		1500.0	 2	34.9032	4.925	214.07	 0.01	 24.057	24.043	  1.68	23.84																															
PIRATA-FR31	st26c01	B	2021-03-13T18:52:21z	 -10.001	 -8.999		2001.0	 1	34.9350	5.451	236.93	 0.02	 21.699	21.682	  1.50	27.19																															
PIRATA-FR31	st26c01	B	2021-03-13T18:52:21z	 -10.001	 -8.999																																										
PIRATA-FR31	st27c01	B	2021-03-13T23:15:55z	 -10.001	 -9.500		   4.0	15																																							
PIRATA-FR31	st27c01	B	2021-03-13T23:15:55z	 -10.001	 -9.500		   4.0	14																																							
PIRATA-FR31	st27c01	B	2021-03-13T23:15:55z	 -10.001	 -9.500		   4.0	13		4.626	202.00																																				
PIRATA-FR31	st27c01	B	2021-03-13T23:15:55z	 -10.001	 -9.500		  20.0	12		4.627	202.02																																				
PIRATA-FR31	st27c01	B	2021-03-13T23:15:55z	 -10.001	 -9.500		  20.0	11		4.625	201.93																																				
PIRATA-FR31	st27c01	B	2021-03-13T23:15:55z	 -10.001	 -9.500		  40.0	10		4.638	202.48																																				
PIRATA-FR31	st27c01	B	2021-03-13T23:15:55z	 -10.001	 -9.500		  60.0	 9		5.002	218.24																																				
PIRATA-FR31	st27c01	B	2021-03-13T23:15:55z	 -10.001	 -9.500		  80.0	 8																																							
PIRATA-FR31	st27c01	B	2021-03-13T23:15:55z	 -10.001	 -9.500		  80.0	 7		4.962	216.47																																				
PIRATA-FR31	st27c01	B	2021-03-13T23:15:55z	 -10.001	 -9.500		  99.0	 6		3.862	168.36																																				
PIRATA-FR31	st27c01	B	2021-03-13T23:15:55z	 -10.001	 -9.500		 400.0	 5		1.927	 83.84																																				
PIRATA-FR31	st27c01	B	2021-03-13T23:15:55z	 -10.001	 -9.500		 600.0	 4		2.470	107.43																																				
PIRATA-FR31	st27c01	B	2021-03-13T23:15:55z	 -10.001	 -9.500		 799.0	 3		2.992	130.09																																				
PIRATA-FR31	st27c01	B	2021-03-13T23:15:55z	 -10.001	 -9.500		1500.0	 2		4.893	212.69																																				
PIRATA-FR31	st27c01	B	2021-03-13T23:15:55z	 -10.001	 -9.500		2002.0	 1		5.451	236.92																																				
PIRATA-FR31	st27c01	B	2021-03-13T23:15:55z	 -10.001	 -9.500																																										
PIRATA-FR31	st28c01	B	2021-03-14T04:04:47z	  -9.991	 -9.900		   3.0	14	36.4918	4.613	201.15	 0.01	  0.017	0.005	  0.15	 0.96	0.0039	0.0076	0.0022	0.0050	0.0037			0.0010	0.0176	0.0031			0.0784		0.0134	0.0082	0.0216	0.0083			0.0515	0.0356	0.0871								
PIRATA-FR31	st28c01	B	2021-03-14T04:04:47z	  -9.991	 -9.900		  20.0	13	36.4920	4.618	201.36	 0.01	  0.019	0.007	  0.15	 1.20	0.0033	0.0066	0.0021	0.0048	0.0034			0.0007	0.0152	0.0029			0.0647		0.0109	0.0075	0.0184				0.0429	0.0311	0.0740	0.0066							
