//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR27/data-processing/CHIMIE/PIRATAFR27_CHIMIE_odv.txt
//Data treated : 2024-02-19T13:22:35
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR27/data-processing/CHIMIE/PIRATAFR27_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	ATXA [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA Fr27	st026c01	B	2017-03-13T04:30:00z	 -10.000	 +0.000		1008.5	 2	34.6400	3.569	155.20																																				
PIRATA Fr27	st026c01	B	2017-03-13T04:30:00z	 -10.000	 +0.000		2021.0	 1	34.9560	5.679	246.88																																				
PIRATA Fr27	st027c01	B	2017-03-13T12:45:00z	 -10.000	 +0.500		   1.6	11	34.7230	4.463	195.07	 0.01	  0.000	0.000	  0.03	 0.78																															
PIRATA Fr27	st027c01	B	2017-03-13T12:45:00z	 -10.000	 +0.500		  10.3	10	34.7170	4.466	195.21																																				
PIRATA Fr27	st027c01	B	2017-03-13T12:45:00z	 -10.000	 +0.500		  20.2	 9	34.7150	4.463	195.04	 0.01	  0.000	0.000	  0.03	 0.77																															
PIRATA Fr27	st027c01	B	2017-03-13T12:45:00z	 -10.000	 +0.500		  40.0	 8	35.5580	4.548	198.46	 0.02	  0.150	0.130	  0.06	 0.73																															
PIRATA Fr27	st027c01	B	2017-03-13T12:45:00z	 -10.000	 +0.500		  59.9	 7	36.1070	3.624	157.86	 0.36	  7.610	7.250	  0.61	 3.30																															
PIRATA Fr27	st027c01	B	2017-03-13T12:45:00z	 -10.000	 +0.500		  60.2	 6	36.1070	3.631	158.14																																				
PIRATA Fr27	st027c01	B	2017-03-13T12:45:00z	 -10.000	 +0.500		  80.1	 5	36.0990	3.911	170.30	 0.19	  7.780	7.590	  0.64	 3.33																															
PIRATA Fr27	st027c01	B	2017-03-13T12:45:00z	 -10.000	 +0.500		 101.2	 4	35.8020	3.701	161.13	 0.07	 11.400	11.300	  0.84	 4.56																															
PIRATA Fr27	st027c01	B	2017-03-13T12:45:00z	 -10.000	 +0.500		 504.0	 3	34.6260	2.802	121.87																																				
PIRATA Fr27	st027c01	B	2017-03-13T12:45:00z	 -10.000	 +0.500		1008.3	 2	34.6410	3.570	155.26																																				
PIRATA Fr27	st027c01	B	2017-03-13T12:45:00z	 -10.000	 +0.500		2010.0	 1	34.9650	5.693	247.44																																				
PIRATA Fr27	st028c01	B	2017-03-13T17:15:00z	 -10.000	 +1.000		   2.4	11	34.3650	4.482	195.95	 0.00	  0.030	0.030	  0.09	 0.61	0.0070	0.0167	0.0146	0.0083	0.0075			0.0013	0.0341	0.0099			0.0865		0.0068	0.0093		0.0181			0.0565	0.1227									
PIRATA Fr27	st028c01	B	2017-03-13T17:15:00z	 -10.000	 +1.000		  10.8	10	34.3670	4.485	196.09																																				
PIRATA Fr27	st028c01	B	2017-03-13T17:15:00z	 -10.000	 +1.000		  20.3	 9	34.5300	4.481	195.84	 0.01	  0.040	0.030	  0.10	 0.64	0.0076	0.0151	0.0090	0.0097	0.0077			0.0014	0.0353	0.0062			0.0854		0.0098	0.0125		0.0244			0.0717	0.1284									
PIRATA Fr27	st028c01	B	2017-03-13T17:15:00z	 -10.000	 +1.000		  39.6	 8	35.3180	4.713	205.79																																				
PIRATA Fr27	st028c01	B	2017-03-13T17:15:00z	 -10.000	 +1.000		  39.6	 7	35.3100	4.702	205.28	 0.00	  0.000	0.000	  0.11	 0.61	0.0208	0.0369	0.0182	0.0199	0.0125	0.0060		0.0027	0.0803	0.0078	0.0054		0.0935		0.0210	0.0444		0.0413			0.1394	0.2607									
PIRATA Fr27	st028c01	B	2017-03-13T17:15:00z	 -10.000	 +1.000		  60.7	 6	35.8820	2.907	126.62	 0.30	 12.600	12.300	  0.86	 3.98	0.0519	0.0467	0.0050	0.0798	0.0307	0.0078	0.0128		0.0892	0.0074	0.0037		0.0287		0.0545	0.0858		0.0310			0.0527	0.3043									
PIRATA Fr27	st028c01	B	2017-03-13T17:15:00z	 -10.000	 +1.000		  80.7	 5	35.7080	2.591	112.82	 0.08	 16.400	16.300	  1.23	 5.48	0.0333	0.0264	0.0025	0.0526	0.0172	0.0038	0.0033		0.0525	0.0041	0.0013		0.0142		0.0685	0.0329		0.0232			0.0395	0.1493									
PIRATA Fr27	st028c01	B	2017-03-13T17:15:00z	 -10.000	 +1.000		  99.0	 4	35.5530	2.766	120.42	 0.03	 17.300	17.300	  1.24	 6.46	0.0131	0.0103		0.0201	0.0073				0.0227	0.0020			0.0040		0.0285	0.0125		0.0102			0.0136	0.0545									
PIRATA Fr27	st028c01	B	2017-03-13T17:15:00z	 -10.000	 +1.000		 504.0	 3	34.6450	2.746	119.48																																				
PIRATA Fr27	st028c01	B	2017-03-13T17:15:00z	 -10.000	 +1.000		1008.0	 2	34.6220	3.500	152.21																																				
PIRATA Fr27	st028c01	B	2017-03-13T17:15:00z	 -10.000	 +1.000		2021.0	 1	34.9620	5.651	245.63																																				
PIRATA Fr27	st029c01	B	2017-03-13T21:50:00z	 -10.000	 +1.500		   2.8	11	34.6930	4.460	194.93	 0.01	  0.100	0.090	  0.12	 0.69																															
PIRATA Fr27	st029c01	B	2017-03-13T21:50:00z	 -10.000	 +1.500		  13.4	10	34.7070	4.458	194.83																																				
PIRATA Fr27	st029c01	B	2017-03-13T21:50:00z	 -10.000	 +1.500		  21.5	 9	34.7910	4.458	194.80																																				
PIRATA Fr27	st029c01	B	2017-03-13T21:50:00z	 -10.000	 +1.500		  22.1	 8	34.7910	4.458	194.81	 0.01	  0.020	0.010	  0.04	 0.71																															
PIRATA Fr27	st029c01	B	2017-03-13T21:50:00z	 -10.000	 +1.500		  40.7	 7	35.3820	4.619	201.64	 0.01	  0.230	0.230	  0.11	 0.72																															
PIRATA Fr27	st029c01	B	2017-03-13T21:50:00z	 -10.000	 +1.500		  61.5	 6	35.7230	2.676	116.51	 0.14	 15.700	15.600	  1.14	 4.89																															
PIRATA Fr27	st029c01	B	2017-03-13T21:50:00z	 -10.000	 +1.500		  81.9	 5	35.5690	2.547	110.86	 0.04	 18.300	18.200	  1.29	 6.79																															
PIRATA Fr27	st029c01	B	2017-03-13T21:50:00z	 -10.000	 +1.500		 102.0	 4	35.5100	2.637	114.76	 0.02	 18.300	18.300	  1.41	 7.12																															
PIRATA Fr27	st029c01	B	2017-03-13T21:50:00z	 -10.000	 +1.500		 504.5	 3	34.6600	2.874	124.99																																				
PIRATA Fr27	st029c01	B	2017-03-13T21:50:00z	 -10.000	 +1.500		1008.2	 2	34.6630	3.531	153.51																																				
PIRATA Fr27	st029c01	B	2017-03-13T21:50:00z	 -10.000	 +1.500		2020.0	 1	34.9610	5.649	245.53																																				
PIRATA Fr27	st030c01	B	2017-03-18T18:06:00z	  +6.000	 -6.000		   2.7	11	34.0610	4.547	198.85	 0.01	  0.010	0.000	  0.11	 3.31	0.0055	0.0272	0.0067	0.0047	0.0594				0.0235	0.0222		0.0018	0.1026		0.0046	0.0066			0.0279		0.0443	0.2119									
PIRATA Fr27	st030c01	B	2017-03-18T18:06:00z	  +6.000	 -6.000		  10.2	10	34.0940	4.594	200.88																																				
PIRATA Fr27	st030c01	B	2017-03-18T18:06:00z	  +6.000	 -6.000		  19.5	 9	35.6630			 0.01	  0.010	0.000	  0.27	 1.79	0.1100	0.1542	0.0431	0.0839	0.1904	0.0081	0.0163	0.0051	0.2569	0.0268	0.0049		0.1121		0.0390	0.0742		0.0577			0.1505	0.8398									
PIRATA Fr27	st030c01	B	2017-03-18T18:06:00z	  +6.000	 -6.000		  39.9	 8	35.7660	2.939	127.99	 0.85	 13.400	12.500	  0.94	 4.10	0.0630	0.0609	0.0141	0.0301	0.1025	0.0142	0.0183	0.0051	0.0982	0.0081	0.0034		0.0379		0.0832	0.1471		0.0440			0.0959	0.3584									
PIRATA Fr27	st030c01	B	2017-03-18T18:06:00z	  +6.000	 -6.000		  60.0	 7	35.7700	2.351	102.35	 0.05	 17.400	17.300	  1.30	 5.77	0.0263	0.0228	0.0045	0.0207	0.0355	0.0013	0.0049	0.0017	0.0414	0.0036	0.0016		0.0094		0.0513	0.0495		0.0214			0.0347	0.1209									
PIRATA Fr27	st030c01	B	2017-03-18T18:06:00z	  +6.000	 -6.000		  80.0	 6	35.6770	1.664	 72.46	 0.02	 21.000	20.900	  1.54	 7.44	0.0060	0.0056		0.0041	0.0068				0.0122	0.0013			0.0007		0.0015	0.0033		0.0016			0.0015	0.0275									
PIRATA Fr27	st030c01	B	2017-03-18T18:06:00z	  +6.000	 -6.000		 102.0	 5	35.6280	1.638	 71.29	 0.02	 21.600	21.600	  1.61	 8.28																						0.0025									
PIRATA Fr27	st030c01	B	2017-03-18T18:06:00z	  +6.000	 -6.000		 504.0	 4	34.6550	2.055	 89.41																																				
PIRATA Fr27	st030c01	B	2017-03-18T18:06:00z	  +6.000	 -6.000		1010.0	 3	34.6250	3.475	151.14																																				
PIRATA Fr27	st030c01	B	2017-03-18T18:06:00z	  +6.000	 -6.000		2021.0	 2	34.9440	5.436	236.32																																				
PIRATA Fr27	st030c01	B	2017-03-18T18:06:00z	  +6.000	 -6.000		2021.0	 1	34.9430	5.434	236.23																																				
PIRATA Fr27	st031c01	B	2017-03-18T21:33:00z	  +6.500	 -6.000		   3.0	11	33.8290	4.445	194.44	 0.01	  0.000	0.000	  0.12	 3.27																															
PIRATA Fr27	st031c01	B	2017-03-18T21:33:00z	  +6.500	 -6.000		  12.6	10	34.6850	4.683	204.67																																				
PIRATA Fr27	st031c01	B	2017-03-18T21:33:00z	  +6.500	 -6.000		  22.6	 9	35.1320	4.935	215.49	 0.01	  0.060	0.050	  0.10	 1.25																															
PIRATA Fr27	st031c01	B	2017-03-18T21:33:00z	  +6.500	 -6.000		  42.3	 8	35.7730	2.977	129.67	 0.54	 12.300	11.700	  0.98	 3.88																															
PIRATA Fr27	st031c01	B	2017-03-18T21:33:00z	  +6.500	 -6.000		  61.9	 7	35.6750	2.330	101.45	 0.05	 17.800	17.800	  1.36	 5.59																															
PIRATA Fr27	st031c01	B	2017-03-18T21:33:00z	  +6.500	 -6.000		  81.9	 6	35.6520	2.165	 94.26	 0.02	 19.200	19.200	  1.43	 6.55																															
PIRATA Fr27	st031c01	B	2017-03-18T21:33:00z	  +6.500	 -6.000		 100.7	 5	35.6120	1.939	 84.38	 0.01	 20.800	20.800	  1.55	 7.25																															
PIRATA Fr27	st031c01	B	2017-03-18T21:33:00z	  +6.500	 -6.000		 503.5	 4	34.6740	1.479	 64.32																																				
PIRATA Fr27	st031c01	B	2017-03-18T21:33:00z	  +6.500	 -6.000		1008.9	 3	34.6160	3.396	147.65																																				
PIRATA Fr27	st031c01	B	2017-03-18T21:33:00z	  +6.500	 -6.000		1008.8	 2	34.6160	3.412	148.37																																				
PIRATA Fr27	st031c01	B	2017-03-18T21:33:00z	  +6.500	 -6.000		2021.0	 1	34.9470	5.442	236.51																																				
PIRATA Fr27	st032c01	B	2017-03-19T02:10:00z	  +7.000	 -6.000		   3.0	11	33.4180	4.444	194.41	 0.00	  0.120	0.110	  0.14	 4.40	0.0031	0.0063		0.0042	0.0082			0.0012	0.0164	0.0050			0.0650		0.0035	0.0075			0.0143		0.0328	0.0866									
PIRATA Fr27	st032c01	B	2017-03-19T02:10:00z	  +7.000	 -6.000		  10.3	10	34.6050	4.639	202.73																																				
PIRATA Fr27	st032c01	B	2017-03-19T02:10:00z	  +7.000	 -6.000		  20.0	 9	35.5570	4.995	217.96	 0.01	  0.090	0.080	  0.29	 0.81	0.0187	0.0270	0.0101	0.0247	0.0166			0.0012	0.0706	0.0103			0.0688		0.0138	0.0205		0.0271			0.1041	0.2081									
PIRATA Fr27	st032c01	B	2017-03-19T02:10:00z	  +7.000	 -6.000		  40.1	 8	35.7730	2.844	123.89	 0.95	 13.500	12.600	  1.23	 2.90	0.0685	0.0569	0.0260	0.0458	0.0789	0.0130	0.0121	0.0047	0.1153	0.0117	0.0019		0.0285		0.0462	0.1147		0.0270			0.0552	0.3770									
PIRATA Fr27	st032c01	B	2017-03-19T02:10:00z	  +7.000	 -6.000		  60.7	 7	35.7160	2.471	107.59	 0.04	 17.200	17.200	  1.44	 5.32	0.0171	0.0145	0.0052	0.0164	0.0215	0.0026	0.0026		0.0204	0.0032	0.0012		0.0058		0.0274	0.0243		0.0078			0.0175	0.0764									
PIRATA Fr27	st032c01	B	2017-03-19T02:10:00z	  +7.000	 -6.000		  81.4	 6	35.6870	2.634	114.69	 0.02	 17.000	17.000	  1.43	 5.61	0.0067	0.0072		0.0084	0.0075				0.0070	0.0018			0.0023		0.0112	0.0080		0.0032			0.0066	0.0246									
PIRATA Fr27	st032c01	B	2017-03-19T02:10:00z	  +7.000	 -6.000		 100.9	 5	35.6690	2.908	126.57	 0.02	 16.000	16.000	  1.37	 5.82	0.0015	0.0008		0.0051	0.0042				0.0041				0.0020		0.0024			0.0010			0.0032	0.0122									
PIRATA Fr27	st032c01	B	2017-03-19T02:10:00z	  +7.000	 -6.000		 503.5	 4	34.6740	1.365	 59.38																																				
PIRATA Fr27	st032c01	B	2017-03-19T02:10:00z	  +7.000	 -6.000		 504.0	 3	34.6740	1.372	 59.68																																				
PIRATA Fr27	st032c01	B	2017-03-19T02:10:00z	  +7.000	 -6.000		1005.4	 2	34.6130	3.435	149.38																																				
PIRATA Fr27	st032c01	B	2017-03-19T02:10:00z	  +7.000	 -6.000		2022.0	 1	34.9440	5.410	235.16																																				
PIRATA Fr27	st033c01	B	2017-03-19T06:46:00z	  +7.500	 -6.000		   2.3	11	33.3260	4.435	194.08	 0.00	  0.060	0.050	  0.16	 4.81																															
PIRATA Fr27	st033c01	B	2017-03-19T06:46:00z	  +7.500	 -6.000		  10.1	10	34.0460	4.529	198.05																																				
PIRATA Fr27	st033c01	B	2017-03-19T06:46:00z	  +7.500	 -6.000		  20.3	 9	35.8220	4.734	206.43	 0.01	  0.200	0.180	  0.38	 1.49																															
PIRATA Fr27	st033c01	B	2017-03-19T06:46:00z	  +7.500	 -6.000		  41.6	 8	35.7690	2.887	125.75	 0.38	 13.600	13.300	  1.23	 4.02																															
PIRATA Fr27	st033c01	B	2017-03-19T06:46:00z	  +7.500	 -6.000		  61.0	 7	35.7470	2.567	111.79	 0.04	 16.300	16.300	  1.37	 5.04																															
PIRATA Fr27	st033c01	B	2017-03-19T06:46:00z	  +7.500	 -6.000		  81.0	 6	35.7010	2.663	115.92	 0.03	 16.400	16.400	  1.46	 5.50																															
PIRATA Fr27	st033c01	B	2017-03-19T06:46:00z	  +7.500	 -6.000		 100.1	 5	35.6530	2.589	112.70	 0.02	 17.100	17.100	  1.49	 5.79																															
PIRATA Fr27	st033c01	B	2017-03-19T06:46:00z	  +7.500	 -6.000		 100.1	 4	35.6570	2.587	112.63																																				
PIRATA Fr27	st033c01	B	2017-03-19T06:46:00z	  +7.500	 -6.000		 505.0	 3	34.6560	1.434	 62.39																																				
PIRATA Fr27	st033c01	B	2017-03-19T06:46:00z	  +7.500	 -6.000		1008.0	 2	34.6260	3.407	148.15																																				
PIRATA Fr27	st033c01	B	2017-03-19T06:46:00z	  +7.500	 -6.000		2020.0	 1	34.9400	5.345	232.33																																				
PIRATA Fr27	st034c01	B	2017-03-19T19:18:00z	  +8.000	 -6.000		   3.6	11	33.7720	4.469	195.47	 0.01	  0.060	0.050	  0.29	 6.24	0.0081	0.0115		0.0039	0.0109				0.0203	0.0068			0.0924						0.0186		0.0191	0.1378									
PIRATA Fr27	st034c01	B	2017-03-19T19:18:00z	  +8.000	 -6.000		  11.9	10	35.1370	4.789	209.12																																				
PIRATA Fr27	st034c01	B	2017-03-19T19:18:00z	  +8.000	 -6.000		  22.1	 9	35.9430	4.755	207.29	 0.00	  0.150	0.190	  0.47	 1.72	0.0295	0.0323	0.0097	0.0226	0.0221	0.0029	0.0065		0.0792	0.0071			0.0974		0.0361	0.0608		0.0420			0.1258	0.2877									
PIRATA Fr27	st034c01	B	2017-03-19T19:18:00z	  +8.000	 -6.000		  40.7	 8	35.8120	2.875	125.21	 0.07	 12.900	12.800	  1.28	 3.85	0.0488	0.0409	0.0078	0.0242	0.0913	0.0054	0.0148		0.0568	0.0057	0.0014		0.0237		0.0586	0.0929		0.0284			0.0529	0.2752									
PIRATA Fr27	st034c01	B	2017-03-19T19:18:00z	  +8.000	 -6.000		  62.0	 7	35.7140	2.405	104.70	 0.02	 16.900	16.900	  1.50	 5.23	0.0295	0.0218		0.0189	0.0474	0.0029	0.0059		0.0310	0.0029			0.0107		0.0480	0.0534		0.0188			0.0327	0.1310									
PIRATA Fr27	st034c01	B	2017-03-19T19:18:00z	  +8.000	 -6.000		  80.0	 6	35.7020	2.328	101.35	 0.01	 17.700	17.700	  1.55	 5.64	0.0142	0.0101		0.0123	0.0202				0.0138	0.0017					0.0213	0.0128		0.0112			0.0106	0.0825									
PIRATA Fr27	st034c01	B	2017-03-19T19:18:00z	  +8.000	 -6.000		  80.0	 5	35.7010	2.327	101.30																																				
PIRATA Fr27	st034c01	B	2017-03-19T19:18:00z	  +8.000	 -6.000		 102.0	 4	35.6680	2.232	 97.13	 0.01	 18.700	18.600	  1.58	 6.07	0.0056	0.0060		0.0082	0.0113				0.0065				0.0018		0.0110	0.0067		0.0047			0.0050	0.0274									
PIRATA Fr27	st034c01	B	2017-03-19T19:18:00z	  +8.000	 -6.000		 504.0	 3	34.6590	1.587	 69.01																																				
PIRATA Fr27	st034c01	B	2017-03-19T19:18:00z	  +8.000	 -6.000		1009.0	 2	34.6240	3.418	148.60																																				
PIRATA Fr27	st034c01	B	2017-03-19T19:18:00z	  +8.000	 -6.000		2021.0	 1	34.9410	5.347	232.41																																				
PIRATA Fr27	st035c01	B	2017-03-20T02:10:00z	  +8.500	 -6.250		   3.0	11	33.8030	4.471	195.56	 0.00	  0.000	0.000	  0.20	 5.47																															
PIRATA Fr27	st035c01	B	2017-03-20T02:10:00z	  +8.500	 -6.250		  10.0	10	33.8080	4.471	195.52																																				
PIRATA Fr27	st035c01	B	2017-03-20T02:10:00z	  +8.500	 -6.250		  19.0	 9	35.9490	4.819	210.15	 0.00	  0.060	0.060	  0.36	 1.48																															
PIRATA Fr27	st035c01	B	2017-03-20T02:10:00z	  +8.500	 -6.250		  40.0	 8	35.8030	2.971	129.40	 0.16	 12.100	11.900	  1.18	 3.75																															
PIRATA Fr27	st035c01	B	2017-03-20T02:10:00z	  +8.500	 -6.250		  60.0	 7	35.8250	2.715	118.21																																				
PIRATA Fr27	st035c01	B	2017-03-20T02:10:00z	  +8.500	 -6.250		  60.0	 6	35.8250	2.714	118.19	 0.05	 14.500	14.500	  1.30	 4.63																															
PIRATA Fr27	st035c01	B	2017-03-20T02:10:00z	  +8.500	 -6.250		  81.0	 5	35.7730	2.603	113.33	 0.03	 16.000	15.900	  1.35	 5.31																															
PIRATA Fr27	st035c01	B	2017-03-20T02:10:00z	  +8.500	 -6.250		 100.0	 4	35.7260	2.717	118.25	 0.02	 16.000	16.000	  1.38	 5.57																															
PIRATA Fr27	st035c01	B	2017-03-20T02:10:00z	  +8.500	 -6.250		 504.0	 3	34.6710	1.166	 50.72																																				
PIRATA Fr27	st035c01	B	2017-03-20T02:10:00z	  +8.500	 -6.250		1009.0	 2	34.6170	3.300	143.50																																				
PIRATA Fr27	st035c01	B	2017-03-20T02:10:00z	  +8.500	 -6.250		2020.0	 1	34.9420	5.357	232.83																																				
PIRATA Fr27	st036c01	B	2017-03-20T07:12:00z	  +9.000	 -6.500		   2.3	11	34.1690	4.469	195.40	 0.01	  0.100	0.090	  0.04	 2.94	0.0065	0.0242	0.0326	0.0083	0.0289			0.0014	0.0255	0.0156		0.0013	0.0939		0.0023	0.0047			0.0322		0.0514	0.2592									
PIRATA Fr27	st036c01	B	2017-03-20T07:12:00z	  +9.000	 -6.500		  10.0	10	34.1920	4.470	195.44																																				
PIRATA Fr27	st036c01	B	2017-03-20T07:12:00z	  +9.000	 -6.500		  20.0	 9	35.2350	4.443	193.94	 0.01	  0.110	0.100	  0.25	 1.91	0.0202	0.0385	0.0451	0.0167	0.0527		0.0030		0.0403	0.0111			0.0565			0.0049			0.0288		0.0191	0.3405									
PIRATA Fr27	st036c01	B	2017-03-20T07:12:00z	  +9.000	 -6.500		  41.0	 8	35.7960	3.008	131.01	 0.14	 11.800	11.700	  1.06	 3.71	0.0657	0.0486	0.0157	0.0285	0.1202	0.0073	0.0246		0.0637	0.0087	0.0044		0.0276		0.0302	0.0954		0.0290			0.0413	0.3788									
PIRATA Fr27	st036c01	B	2017-03-20T07:12:00z	  +9.000	 -6.500		  41.0	 7	35.7950	3.008	131.00																																				
PIRATA Fr27	st036c01	B	2017-03-20T07:12:00z	  +9.000	 -6.500		  60.0	 6	35.7910	2.644	115.12	 0.05	 15.000	14.900	  1.23	 4.84	0.0426	0.0270		0.0226	0.0699	0.0034	0.0102		0.0451	0.0053			0.0160		0.0831	0.0386		0.0265			0.0543	0.1849									
PIRATA Fr27	st036c01	B	2017-03-20T07:12:00z	  +9.000	 -6.500		  81.0	 5	35.7550	2.154	 93.75	 0.01	 17.700	17.700	  1.42	 6.89	0.0136	0.0063		0.0050	0.0170		0.0049		0.0241	0.0017			0.0028					0.0016				0.0457									
PIRATA Fr27	st036c01	B	2017-03-20T07:12:00z	  +9.000	 -6.500		 101.0	 4	35.6920	1.760	 76.62	 0.01	 20.000	20.000	  1.58	 7.66					0.0021																	0.0095									
PIRATA Fr27	st036c01	B	2017-03-20T07:12:00z	  +9.000	 -6.500		 505.0	 3	34.6630	1.330	 57.86																																				
PIRATA Fr27	st036c01	B	2017-03-20T07:12:00z	  +9.000	 -6.500		1008.0	 2	34.6340	3.449	149.97																																				
PIRATA Fr27	st036c01	B	2017-03-20T07:12:00z	  +9.000	 -6.500		2021.0	 1	34.9410	5.336	231.94																																				
PIRATA Fr27	st037c01	B	2017-03-20T12:10:00z	  +9.500	 -6.250		   3.0	11	29.8110	4.513	198.00	 0.00	  0.060	0.050	  0.00	24.46																															
PIRATA Fr27	st037c01	B	2017-03-20T12:10:00z	  +9.500	 -6.250		  10.0	10	35.2650	4.543	198.46																																				
PIRATA Fr27	st037c01	B	2017-03-20T12:10:00z	  +9.500	 -6.250		  20.0	 9	35.5660	4.382	191.14																																				
PIRATA Fr27	st037c01	B	2017-03-20T12:10:00z	  +9.500	 -6.250		  20.0	 8	35.5390	4.375	190.83	 0.03	  0.140	0.110	  0.17	 2.46																															
PIRATA Fr27	st037c01	B	2017-03-20T12:10:00z	  +9.500	 -6.250		  39.0	 7	35.8560	2.964	129.13	 0.11	 11.600	11.400	  0.96	 3.86																															
PIRATA Fr27	st037c01	B	2017-03-20T12:10:00z	  +9.500	 -6.250		  59.0	 6	35.7760	2.534	110.35	 0.06	 15.300	15.200	  1.26	 4.75																															
PIRATA Fr27	st037c01	B	2017-03-20T12:10:00z	  +9.500	 -6.250		  80.0	 5	35.7520	2.480	107.96	 0.02	 16.400	16.400	  1.30	 5.53																															
PIRATA Fr27	st037c01	B	2017-03-20T12:10:00z	  +9.500	 -6.250		 102.0	 4	35.7090	1.833	 79.79	 0.01	 19.500	19.400	  1.52	 7.39																															
PIRATA Fr27	st037c01	B	2017-03-20T12:10:00z	  +9.500	 -6.250		 505.0	 3	34.6660	1.412	 61.40																																				
PIRATA Fr27	st037c01	B	2017-03-20T12:10:00z	  +9.500	 -6.250		1009.0	 2	34.6320	3.417	148.58																																				
PIRATA Fr27	st037c01	B	2017-03-20T12:10:00z	  +9.500	 -6.250		2021.7	 1	34.9420	5.356	232.80																																				
PIRATA Fr27	st038c01	B	2017-03-20T17:09:00z	 +10.000	 -6.000		   2.4	11	31.1220	4.551	199.47	 0.01	  0.140	0.130	  0.09	18.46	0.0133	0.0313	0.0075		0.0749		0.0096		0.0283	0.0125	0.0062		0.1205			0.0185			0.0403			0.3998									
PIRATA Fr27	st038c01	B	2017-03-20T17:09:00z	 +10.000	 -6.000		  10.0	10	35.0160	4.428	193.41																																				
PIRATA Fr27	st038c01	B	2017-03-20T17:09:00z	 +10.000	 -6.000		  10.0	 9	35.0250	4.430	193.49																																				
PIRATA Fr27	st038c01	B	2017-03-20T17:09:00z	 +10.000	 -6.000		  19.0	 8	35.7950	4.391	191.47	 0.56	  0.340	0.000	  0.36	 2.36	0.0267	0.0305	0.0052	0.0053	0.0744		0.0083		0.0193	0.0055	0.0048		0.0244			0.0235			0.0182			0.2457									
PIRATA Fr27	st038c01	B	2017-03-20T17:09:00z	 +10.000	 -6.000		  40.0	 7	35.8460	2.804	122.10	 0.08	 13.200	13.200	  1.08	 4.27	0.0185	0.0145	0.0019	0.0086	0.0349		0.0063		0.0197	0.0029			0.0074		0.0267	0.0206		0.0140			0.0161	0.0950									
PIRATA Fr27	st038c01	B	2017-03-20T17:09:00z	 +10.000	 -6.000		  59.0	 6	35.8320	2.140	 93.17	 0.03	 16.700	16.700	  1.25	 6.60	0.0062	0.0057		0.0042	0.0125				0.0101	0.0014			0.0067		0.0057	0.0048			0.0128		0.0043	0.0774									
PIRATA Fr27	st038c01	B	2017-03-20T17:09:00z	 +10.000	 -6.000		  81.0	 5	35.7700	2.234	 97.24	 0.02	 17.400	17.300	  1.28	 6.17	0.0101	0.0069		0.0062	0.0153		0.0012		0.0165	0.0017			0.0031		0.0129	0.0092		0.0097			0.0077	0.0445									
PIRATA Fr27	st038c01	B	2017-03-20T17:09:00z	 +10.000	 -6.000		 101.0	 4	35.7170	2.367	103.03	 0.01	 17.300	17.300	  1.27	 6.07	0.0024	0.0029		0.0021	0.0053				0.0019	0.0008			0.0029									0.0129									
PIRATA Fr27	st038c01	B	2017-03-20T17:09:00z	 +10.000	 -6.000		 505.0	 3	34.6570	1.394	 60.64																																				
PIRATA Fr27	st038c01	B	2017-03-20T17:09:00z	 +10.000	 -6.000		1008.0	 2	34.6150	3.284	142.79																																				
PIRATA Fr27	st038c01	B	2017-03-20T17:09:00z	 +10.000	 -6.000		2022.0	 1	34.9440	5.340	232.13																																				
PIRATA Fr27	st039c01	B	2017-03-20T21:59:00z	 +10.400	 -5.600		   3.2	11	30.2800	4.604	201.90	 0.01	  0.060	0.050	  0.07	22.92																															
PIRATA Fr27	st039c01	B	2017-03-20T21:59:00z	 +10.400	 -5.600		   2.9	10	30.2920	4.593	201.42																																				
PIRATA Fr27	st039c01	B	2017-03-20T21:59:00z	 +10.400	 -5.600		  11.9	 9	35.2160	4.454	194.49																																				
