//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR33/data-final/CHIMIE/PIRATA-FR33_CHIMIE_odv.txt
//Data treated : 2025-01-14T11:21:11
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR33/data-final/CHIMIE/PIRATA-FR33_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA-FR33	st017c01	B	2023-03-13T18:48:17z	 -10.002	 -4.498		 500.0	 3	34.7024	1.980	 86.15																																7.9300	7.4910	25.0000		
PIRATA-FR33	st017c01	B	2023-03-13T18:48:17z	 -10.002	 -4.498		 808.0	 2	34.4973	3.054	132.83																																5.2010	7.5250	25.0000		
PIRATA-FR33	st017c01	B	2023-03-13T18:48:17z	 -10.002	 -4.498		1004.0	 1	34.5705	3.603	156.67																																4.3440	7.5630	25.0000		
PIRATA-FR33	st018c01	B	2023-03-13T22:59:54z	  -9.998	 -4.998		   2.0	13	35.6995	4.586	200.20	 0.00	  0.035	0.035	  0.03	 0.92																											28.3550	8.0510	25.0000		
PIRATA-FR33	st018c01	B	2023-03-13T22:59:54z	  -9.998	 -4.998		   2.0	12	35.7082	4.579	199.90	 0.00	  0.040	0.037	  0.01	 0.87																											28.3590	8.0620	25.0000		
PIRATA-FR33	st018c01	B	2023-03-13T22:59:54z	  -9.998	 -4.998		   2.0	11																																			28.3560				
PIRATA-FR33	st018c01	B	2023-03-13T22:59:54z	  -9.998	 -4.998		  20.0	10	35.7058	4.581	199.98	 0.00	  0.031	0.030	  0.01	 0.90																											28.3580	8.0590	25.0000		
PIRATA-FR33	st018c01	B	2023-03-13T22:59:54z	  -9.998	 -4.998		  40.0	 9	36.0791	4.649	202.88	 0.01	  0.031	0.026	  0.04	 0.92																											28.1240	8.0490	25.0000		
PIRATA-FR33	st018c01	B	2023-03-13T22:59:54z	  -9.998	 -4.998		  60.0	 8	36.1403	4.416	192.46	 0.03	  0.458	0.433	  0.22	 1.86																											22.6630	7.9640	25.0000		
PIRATA-FR33	st018c01	B	2023-03-13T22:59:54z	  -9.998	 -4.998		  80.0	 7	35.8192	2.935	127.82	 0.44	 13.905	13.466	  0.95	 4.26																											19.1590				
PIRATA-FR33	st018c01	B	2023-03-13T22:59:54z	  -9.998	 -4.998		 100.0	 6	35.5320	2.084	 90.72	 0.08	 22.064	21.982	  1.39	 6.65																											15.1270	7.6580	25.0000		
PIRATA-FR33	st018c01	B	2023-03-13T22:59:54z	  -9.998	 -4.998		 298.0	 5	35.0868	1.998	 86.93	 0.02	 28.159	28.140	  1.74	10.81																											11.4810	7.5770	25.0000		
PIRATA-FR33	st018c01	B	2023-03-13T22:59:54z	  -9.998	 -4.998		 393.0	 4	34.9168	1.859	 80.86	 0.01	 31.780	31.766	  1.95	13.38																											10.0370	7.5310	25.0000		
PIRATA-FR33	st018c01	B	2023-03-13T22:59:54z	  -9.998	 -4.998		 498.0	 3	34.7125	1.933	 84.09	 0.01	 35.454	35.444	  2.23	17.94																											8.0790	7.4910	25.0000		
PIRATA-FR33	st018c01	B	2023-03-13T22:59:54z	  -9.998	 -4.998		 795.0	 2	34.4940	3.075	133.73	 0.01	 36.187	36.172	  2.38	28.13																											5.2150	7.5290	25.0000		
PIRATA-FR33	st018c01	B	2023-03-13T22:59:54z	  -9.998	 -4.998		 992.0	 1	34.5460	3.448	149.94	 0.02	 34.973	34.957	  2.33	32.71																											4.4090	7.5520	25.0000		
PIRATA-FR33	st019c01	B	2023-03-14T03:02:19z	  -9.999	 -5.501		   2.0	14																																			28.5100				
PIRATA-FR33	st019c01	B	2023-03-14T03:02:19z	  -9.999	 -5.501		   2.0	13	35.7492	4.485	195.79																																28.5090	8.0510	25.0000		
PIRATA-FR33	st019c01	B	2023-03-14T03:02:19z	  -9.999	 -5.501		  20.0	12	35.7461	4.487	195.87																																28.5120	8.0260	25.0000		
PIRATA-FR33	st019c01	B	2023-03-14T03:02:19z	  -9.999	 -5.501		  41.0	11	36.2360	4.760	207.66																																26.5330	8.0370	25.0000		
PIRATA-FR33	st019c01	B	2023-03-14T03:02:19z	  -9.999	 -5.501		  60.0	10																																			22.7590				
PIRATA-FR33	st019c01	B	2023-03-14T03:02:19z	  -9.999	 -5.501		  60.0	 9	36.0476	4.133	180.14																																22.7670	7.9300	25.0000		
PIRATA-FR33	st019c01	B	2023-03-14T03:02:19z	  -9.999	 -5.501		  79.0	 8	35.6443	2.398	104.41																																15.8740				
PIRATA-FR33	st019c01	B	2023-03-14T03:02:19z	  -9.999	 -5.501		  99.0	 7	35.4660	2.872	125.01																																14.3940	7.7110	25.0000		
PIRATA-FR33	st019c01	B	2023-03-14T03:02:19z	  -9.999	 -5.501		 299.0	 6	35.0116	1.915	 83.31																																10.8270	7.5520	25.0000		
PIRATA-FR33	st019c01	B	2023-03-14T03:02:19z	  -9.999	 -5.501		 397.0	 5	34.8620	1.635	 71.14																																9.5030	7.4960	25.0000		
PIRATA-FR33	st019c01	B	2023-03-14T03:02:19z	  -9.999	 -5.501		 497.0	 4	34.6850	2.135	 92.90																																7.8010	7.5000	25.0000		
PIRATA-FR33	st019c01	B	2023-03-14T03:02:19z	  -9.999	 -5.501		 794.0	 3	34.5081	2.826	122.91																																5.2890	7.5160	25.0000		
PIRATA-FR33	st019c01	B	2023-03-14T03:02:19z	  -9.999	 -5.501		 994.0	 2	34.5652	3.406	148.12																																4.4150	7.5510	25.0000		
PIRATA-FR33	st019c01	B	2023-03-14T03:02:19z	  -9.999	 -5.501		 993.0	 1	34.5675	3.396	147.69																																4.4150	7.5550	25.0000		
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		   1.0	22																																			28.5840				
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		   2.0	21																																			28.5810				
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		   1.0	20	36.0337	4.474	195.28	 0.01	  0.029	0.025	  0.04	 0.87	0.0075	0.0032	0.0040	0.0035	0.0038			0.0009	0.0131		0.0085	0.0007	0.0034	0.0821					0.0080			0.0437	0.0408	0.0845			28.5800	8.0550	25.0000		
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		  20.0	19																																			28.4690				
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		  20.0	18	36.0243	4.478	195.47	 0.01	  0.033	0.028	  0.03	 0.93	0.0028	0.0073	0.0062	0.0036	0.0036				0.0152		0.0115	0.0012	0.0034	0.0919					0.0104			0.0442	0.0506	0.0949	0.0039		28.4700	8.0540	25.0000		
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		  40.0	17																																			28.4490				
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		  40.0	16	36.0300	4.478	195.45	 0.02	  0.029	0.009	  0.04	 0.89	0.0066	0.0078	0.0051	0.0048	0.0049			0.0039	0.0251		0.0087			0.0942		0.0036	0.0037	0.0072	0.0120			0.0511	0.0647	0.1158	0.0021		28.4490	8.0530	25.0000		
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		  60.0	15																																			27.0410				
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		  60.0	14	36.2504	4.745	207.03	 0.01	  0.019	0.008	  0.05	 0.98	0.0162	0.0189	0.0076	0.0143	0.0081			0.0024	0.0584		0.0097			0.1043		0.0119	0.0131	0.0250	0.0195			0.0913	0.1290	0.2203	0.0031		26.8460	8.0430	25.0000		
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		  70.0	13																																			23.4580				
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		  70.0	12																																			23.4270				
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		  81.0	11																																			20.1640				
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		  80.0	10	36.0390	3.355	146.15	 0.58	  9.872	9.291	  0.70	 3.02	0.0490	0.0256	0.0071	0.0724	0.0182	0.0124	0.0046	0.0037	0.0834		0.0064			0.0457		0.1421	0.0882	0.2303	0.0455			0.1332	0.2305	0.3637	0.0153		20.1940				
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		  90.0	 9																																			17.9160				
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		 100.0	 8																																			15.7350				
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		 100.0	 7																																			15.6970				
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		 100.0	 6	35.6103	2.329	101.37	 0.04	 20.242	20.206	  1.27	 5.90	0.0195	0.0111		0.0302	0.0076				0.0268		0.0026	0.0018		0.0066		0.0522	0.0115	0.0637	0.0136			0.0294	0.0748	0.1042	0.0050		15.6750	7.7000	25.0000		
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		 120.0	 5																																			14.4460				
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		 200.0	 4																																			11.0980				
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		 398.0	 3	34.7778	1.793	 78.02	 0.01	 34.976	34.961	  2.15	16.49																											8.6900	7.4880	25.0000		
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		 496.0	 2	34.6739	2.118	 92.11	 0.01	 35.557	35.544	  2.23	18.81																											7.6700	7.4970	25.0000		
PIRATA-FR33	st020c01	B	2023-03-14T11:23:48z	  -9.988	 -6.036		1979.0	 1	34.9505	5.507	239.41	 0.01	 21.256	21.247	  1.39	23.19																											3.6140	7.7130	25.0000		
PIRATA-FR33	st021c01	B	2023-03-14T20:23:50z	  -9.996	 -6.503		   3.0	14																																			28.3540				
PIRATA-FR33	st021c01	B	2023-03-14T20:23:50z	  -9.996	 -6.503		   3.0	13	36.1555	4.493	196.08																																28.3520	8.0380	25.0000		
PIRATA-FR33	st021c01	B	2023-03-14T20:23:50z	  -9.996	 -6.503		  20.0	12	36.1581	4.497	196.26																																28.3540	8.0480	25.0000		
PIRATA-FR33	st021c01	B	2023-03-14T20:23:50z	  -9.996	 -6.503		  40.0	11	36.1559	4.523	197.41																																28.3260	8.0550	25.0000		
PIRATA-FR33	st021c01	B	2023-03-14T20:23:50z	  -9.996	 -6.503		  61.0	10																																			25.3770				
PIRATA-FR33	st021c01	B	2023-03-14T20:23:50z	  -9.996	 -6.503		  60.0	 9	36.3258	4.943	215.53																																25.4050	8.0310	25.0000		
PIRATA-FR33	st021c01	B	2023-03-14T20:23:50z	  -9.996	 -6.503		  80.0	 8	36.1514	4.125	179.73																																21.7470				
PIRATA-FR33	st021c01	B	2023-03-14T20:23:50z	  -9.996	 -6.503		 100.0	 7	35.8274	2.784	121.21																																18.1110	7.7450	25.0000		
PIRATA-FR33	st021c01	B	2023-03-14T20:23:50z	  -9.996	 -6.503		 299.0	 6	34.8893	1.855	 80.69																																9.7560	7.5220	25.0000		
PIRATA-FR33	st021c01	B	2023-03-14T20:23:50z	  -9.996	 -6.503		 398.0	 5	34.7475	1.778	 77.33																																8.4400	7.4860	25.0000		
PIRATA-FR33	st021c01	B	2023-03-14T20:23:50z	  -9.996	 -6.503		 499.0	 4	34.6338	2.272	 98.84																																7.2420	7.5010	25.0000		
PIRATA-FR33	st021c01	B	2023-03-14T20:23:50z	  -9.996	 -6.503		 795.0	 3	34.5042	2.889	125.62																																5.1210	7.5110	25.0000		
PIRATA-FR33	st021c01	B	2023-03-14T20:23:50z	  -9.996	 -6.503		 795.0	 2	34.5055	2.924	127.17																																5.1250	7.5090	25.0000		
PIRATA-FR33	st021c01	B	2023-03-14T20:23:50z	  -9.996	 -6.503		 992.0	 1	34.5888	3.491	151.80																																4.3360	7.5540	25.0000		
PIRATA-FR33	st022c01	B	2023-03-15T00:30:46z	  -9.998	 -7.000		   2.0	12	36.2237	4.539	198.09	 0.01	  0.036	0.027	  0.05	 0.85																											28.1690	8.0390	25.0000		
PIRATA-FR33	st022c01	B	2023-03-15T00:30:46z	  -9.998	 -7.000		  20.0	11	36.2239	4.495	196.18	 0.01	  0.027	0.020	  0.04	 0.82																											28.1820	8.0620	25.0000		
PIRATA-FR33	st022c01	B	2023-03-15T00:30:46z	  -9.998	 -7.000		  39.0	10	36.2253	4.499	196.34	 0.00	  0.036	0.032	  0.03	 0.85																											28.1790	8.0550	25.0000		
PIRATA-FR33	st022c01	B	2023-03-15T00:30:46z	  -9.998	 -7.000		  59.0	 9	36.3905	4.851	211.55	 0.01	  0.028	0.022	  0.06	 0.85																											26.2710	8.0450	25.0000		
PIRATA-FR33	st022c01	B	2023-03-15T00:30:46z	  -9.998	 -7.000		  80.0	 8	36.0204	4.267	185.89	 0.08	  3.590	3.514	  0.40	 2.34																											21.5220				
PIRATA-FR33	st022c01	B	2023-03-15T00:30:46z	  -9.998	 -7.000		 101.0	 7	35.6251	2.383	103.76	 0.23	 19.461	19.234	  1.22	 5.52																											16.1550	7.7100	25.0000		
PIRATA-FR33	st022c01	B	2023-03-15T00:30:46z	  -9.998	 -7.000		 299.0	 6	34.8993	1.918	 83.43	 0.01	 31.490	31.483	  1.93	13.47																											9.8610	7.5320	25.0000		
PIRATA-FR33	st022c01	B	2023-03-15T00:30:46z	  -9.998	 -7.000		 398.0	 5	34.7758	1.633	 71.06	 0.01	 35.524	35.515	  2.18	16.73																											8.6430	7.4830	25.0000		
PIRATA-FR33	st022c01	B	2023-03-15T00:30:46z	  -9.998	 -7.000		 496.0	 4	34.6607	1.981	 86.15	 0.01	 36.507	36.501	  2.28	19.46																											7.4850	7.4880	25.0000		
PIRATA-FR33	st022c01	B	2023-03-15T00:30:46z	  -9.998	 -7.000		 496.0	 3	34.6632	1.968	 85.61	 0.01	 36.481	36.474	  2.28	19.40																											7.4930	7.4890	25.0000		
PIRATA-FR33	st022c01	B	2023-03-15T00:30:46z	  -9.998	 -7.000		 796.0	 2	34.4993	3.065	133.28	 0.01	 36.383	36.376	  2.40	29.85																											4.9510	7.5220	25.0000		
PIRATA-FR33	st022c01	B	2023-03-15T00:30:46z	  -9.998	 -7.000		 986.0	 1	34.5768	3.446	149.83	 0.00	 34.377	34.374	  2.29	32.73																											4.3610	7.5570	25.0000		
PIRATA-FR33	st023c01	B	2023-03-15T04:35:24z	 -10.001	 -7.499		   2.0	14																																			28.0580				
PIRATA-FR33	st023c01	B	2023-03-15T04:35:24z	 -10.001	 -7.499		   2.0	13	36.2265	4.498	196.27																																28.0540	8.0420	25.0000		
PIRATA-FR33	st023c01	B	2023-03-15T04:35:24z	 -10.001	 -7.499		  20.0	12	36.2251	4.499	196.33																																28.0720	8.0450	25.0000		
PIRATA-FR33	st023c01	B	2023-03-15T04:35:24z	 -10.001	 -7.499		  40.0	11	36.2226	4.496	196.18																																28.0750	8.0510	25.0000		
PIRATA-FR33	st023c01	B	2023-03-15T04:35:24z	 -10.001	 -7.499		  59.0	10																																			25.1860				
PIRATA-FR33	st023c01	B	2023-03-15T04:35:24z	 -10.001	 -7.499		  59.0	 9	36.3346	4.839	211.00																																25.0320	8.0200	25.0000		
PIRATA-FR33	st023c01	B	2023-03-15T04:35:24z	 -10.001	 -7.499		  80.0	 8	35.6819	2.454	106.87																																16.6220				
PIRATA-FR33	st023c01	B	2023-03-15T04:35:24z	 -10.001	 -7.499		 100.0	 7	35.5255	2.171	 94.51																																15.0720	7.6710	25.0000		
PIRATA-FR33	st023c01	B	2023-03-15T04:35:24z	 -10.001	 -7.499		 299.0	 6	34.9511	1.841	 80.10																																10.3120	7.5370	25.0000		
PIRATA-FR33	st023c01	B	2023-03-15T04:35:24z	 -10.001	 -7.499		 358.0	 5	34.8783	1.754	 76.33																																9.6370	7.5160	25.0000		
PIRATA-FR33	st023c01	B	2023-03-15T04:35:24z	 -10.001	 -7.499		 358.0	 4	34.8758	1.742	 75.80																																9.6390	7.5130	25.0000		
PIRATA-FR33	st023c01	B	2023-03-15T04:35:24z	 -10.001	 -7.499		 500.0	 3	34.6877	1.835	 79.82																																7.7630	7.4830	25.0000		
PIRATA-FR33	st023c01	B	2023-03-15T04:35:24z	 -10.001	 -7.499		 799.0	 2	34.4980	3.015	131.13																																5.1110	7.5250	25.0000		
PIRATA-FR33	st023c01	B	2023-03-15T04:35:24z	 -10.001	 -7.499		 999.0	 1	34.5735	3.701	160.94																																4.2180	7.5710	25.0000		
PIRATA-FR33	st024c01	B	2023-03-15T08:46:46z	  -9.998	 -8.000		   2.0	12	36.2384	4.515	197.04	 0.00	  0.036	0.033	  0.03	 1.13	0.0056	0.0071	0.0052	0.0072	0.0085				0.0197		0.0091		0.0012	0.0768		0.0053	0.0037	0.0090	0.0114			0.0591	0.0567	0.1158			28.0350	8.0340	25.0000		
PIRATA-FR33	st024c01	B	2023-03-15T08:46:46z	  -9.998	 -8.000		  20.0	11	36.2346	4.509	196.78	 0.01	  0.033	0.028	  0.01	 0.79	0.0033	0.0084	0.0027	0.0047	0.0046			0.0018	0.0223		0.0089			0.0777		0.0050	0.0050	0.0100	0.0116			0.0598	0.0577	0.1175	0.0014		28.0370	8.0490	25.0000		
PIRATA-FR33	st024c01	B	2023-03-15T08:46:46z	  -9.998	 -8.000		  40.0	10	36.2406	4.519	197.20	 0.00	  0.026	0.026	  0.02	 0.79	0.0062	0.0043	0.0051	0.0056	0.0048			0.0017	0.0274		0.0055			0.0674		0.0036	0.0044	0.0080	0.0109			0.0570	0.0646	0.1216	0.0021		28.0170	8.0520	25.0000		
PIRATA-FR33	st024c01	B	2023-03-15T08:46:46z	  -9.998	 -8.000		  60.0	 9	36.4928	5.074	221.13	 0.00	  0.019	0.018	  0.06	 0.94	0.0207	0.0226	0.0093	0.0230	0.0072				0.0708		0.0077			0.0639		0.0105	0.0143	0.0248	0.0158			0.0850	0.1342	0.2192	0.0025		23.7360	8.0270	25.0000		
PIRATA-FR33	st024c01	B	2023-03-15T08:46:46z	  -9.998	 -8.000		  80.0	 8	36.0335	4.107	178.94	 0.09	  4.119	4.029	  0.43	 2.38	0.0646	0.0533	0.0182	0.0781	0.0171	0.0089	0.0020	0.0049	0.1614		0.0096	0.0017		0.0931		0.0374	0.1144	0.1517	0.0365			0.1445	0.3082	0.4527	0.0060		20.9530				
PIRATA-FR33	st024c01	B	2023-03-15T08:46:46z	  -9.998	 -8.000		  99.0	 7	35.7202	2.487	108.28	 0.34	 18.024	17.682	  1.15	 5.07	0.0578	0.0336	0.0061	0.0764	0.0173	0.0039	0.0041	0.0020	0.0916	0.0017	0.0062	0.0016		0.0208		0.0827	0.0390	0.1217	0.0231			0.0632	0.2019	0.2651	0.0033		17.6420	7.7300	25.0000		
PIRATA-FR33	st024c01	B	2023-03-15T08:46:46z	  -9.998	 -8.000		 298.0	 6	34.8995	1.798	 78.26	 0.01	 31.936	31.924	  1.95	13.56																											9.8580	7.5240	25.0000		
PIRATA-FR33	st024c01	B	2023-03-15T08:46:46z	  -9.998	 -8.000		 298.0	 5	34.8967	1.803	 78.45	 0.01	 32.058	32.050	  1.97	13.64																											9.8660	7.5250	25.0000		
PIRATA-FR33	st024c01	B	2023-03-15T08:46:46z	  -9.998	 -8.000		 398.0	 4	34.7852	2.052	 89.30	 0.01	 33.080	33.074	  2.06	15.43																											8.8880	7.5210	25.0000		
PIRATA-FR33	st024c01	B	2023-03-15T08:46:46z	  -9.998	 -8.000		 497.0	 3	34.6967	1.990	 86.61	 0.01	 35.282	35.276	  2.22	18.10																											7.9400	7.4960	25.0000		
PIRATA-FR33	st024c01	B	2023-03-15T08:46:46z	  -9.998	 -8.000		 795.0	 2	34.5009	3.062	133.17	 0.01	 36.224	36.218	  2.38	30.32																											4.9040	7.5220	25.0000		
PIRATA-FR33	st024c01	B	2023-03-15T08:46:46z	  -9.998	 -8.000		 993.0	 1	34.5822	3.560	154.79	 0.01	 33.823	33.816	  2.26	33.20																											4.2530	7.5600	25.0000		
PIRATA-FR33	st025c01	B	2023-03-15T13:05:02z	  -9.999	 -8.501		   2.0	14																																			28.0560				
PIRATA-FR33	st025c01	B	2023-03-15T13:05:02z	  -9.999	 -8.501		   2.0	13	36.3517	4.495	196.13																																28.0630				
PIRATA-FR33	st025c01	B	2023-03-15T13:05:02z	  -9.999	 -8.501		  20.0	12	36.3385	4.500	196.34																																27.9120	8.0320	25.0000		
PIRATA-FR33	st025c01	B	2023-03-15T13:05:02z	  -9.999	 -8.501		  40.0	11	36.3705	4.512	196.87																																27.8920	8.0440	25.0000		
PIRATA-FR33	st025c01	B	2023-03-15T13:05:02z	  -9.999	 -8.501		  59.0	10																																			24.4340	8.0510	25.0000		
PIRATA-FR33	st025c01	B	2023-03-15T13:05:02z	  -9.999	 -8.501		  59.0	 9	36.5693	5.094	222.02																																24.4130	8.0350	25.0000		
PIRATA-FR33	st025c01	B	2023-03-15T13:05:02z	  -9.999	 -8.501		  80.0	 8	36.2921	4.303	187.39																																20.8160				
PIRATA-FR33	st025c01	B	2023-03-15T13:05:02z	  -9.999	 -8.501		  99.0	 7	36.0028	3.414	148.60																																18.0300	7.8250	25.0000		
PIRATA-FR33	st025c01	B	2023-03-15T13:05:02z	  -9.999	 -8.501		  99.0	 6	36.0161	3.424	149.07																																17.9630	7.8260	25.0000		
PIRATA-FR33	st025c01	B	2023-03-15T13:05:02z	  -9.999	 -8.501		 299.0	 5	34.9032	1.919	 83.46																																9.8970	7.5350	25.0000		
PIRATA-FR33	st025c01	B	2023-03-15T13:05:02z	  -9.999	 -8.501		 397.0	 4	34.7788	1.831	 79.65																																8.7330	7.4970	25.0000		
PIRATA-FR33	st025c01	B	2023-03-15T13:05:02z	  -9.999	 -8.501		 497.0	 3	34.6818	2.079	 90.41																																7.7380	7.4960	25.0000		
PIRATA-FR33	st025c01	B	2023-03-15T13:05:02z	  -9.999	 -8.501		 796.0	 2	34.5040	3.093	134.51																																4.7850	7.5250	25.0000		
PIRATA-FR33	st025c01	B	2023-03-15T13:05:02z	  -9.999	 -8.501		 992.0	 1	34.5978	3.676	159.84																																4.2190	7.5700	25.0000		
PIRATA-FR33	st026c01	B	2023-03-15T17:32:18z	 -10.000	 -8.999		   2.0	12	36.5173	4.543	198.18	 0.00	  0.003	-0.001	  0.08	 0.76	0.0029	0.0024		0.0033	0.0023				0.0132		0.0061		0.0006	0.0598					0.0057			0.0279	0.0308	0.0587			27.7690	8.0250	25.0000		
PIRATA-FR33	st026c01	B	2023-03-15T17:32:18z	 -10.000	 -8.999		  20.0	11	36.5136	4.511	196.78	 0.01	  0.000	-0.013	  0.07	 0.75	0.0033	0.0034		0.0045	0.0033				0.0148		0.0053			0.0675					0.0072			0.0293	0.0356	0.0649			27.6200	8.0370	25.0000		
PIRATA-FR33	st026c01	B	2023-03-15T17:32:18z	 -10.000	 -8.999		  40.0	10	36.5097	4.534	197.78	 0.01	  0.015	0.005	  0.08	 0.75	0.0032	0.0071	0.0020	0.0052	0.0039				0.0220	0.0033	0.0051			0.0708		0.0044	0.0050	0.0094	0.0085			0.0368	0.0496	0.0864	0.0007		27.3720	8.0420	25.0000		
PIRATA-FR33	st026c01	B	2023-03-15T17:32:18z	 -10.000	 -8.999		  60.0	 9	36.6223	5.067	220.84	 0.01	  0.025	0.015	  0.08	 0.85	0.0048	0.0118	0.0016	0.0115	0.0050				0.0353		0.0056			0.0699		0.0051	0.0073	0.0124	0.0088			0.0425	0.0724	0.1150			24.3840	8.0340	25.0000		
PIRATA-FR33	st026c01	B	2023-03-15T17:32:18z	 -10.000	 -8.999		  79.0	 8	36.7678	5.062	220.53	 0.01	  0.031	0.022	  0.10	 0.85																											23.1480				
PIRATA-FR33	st026c01	B	2023-03-15T17:32:18z	 -10.000	 -8.999		  80.0	 7	36.7657	5.054	220.19	 0.01	  0.004	-0.004	  0.10	 0.70	0.0166	0.0191	0.0045	0.0213	0.0050				0.0560		0.0057			0.0790		0.0100	0.0218	0.0319	0.0169			0.0901	0.1088	0.1989	0.0033		23.1380	8.0250	25.0000		
PIRATA-FR33	st026c01	B	2023-03-15T17:32:18z	 -10.000	 -8.999		  94.0	 6	36.6444	4.834	210.55	 0.02	  0.139	0.117	  0.18	 0.93	0.0626	0.0588	0.0139	0.0686	0.0105	0.0051		0.0017	0.1762		0.0101	0.0034		0.0930		0.0367	0.1167	0.1534	0.0384			0.1628	0.2880	0.4509	0.0083		22.0100	7.9910	25.0000		
PIRATA-FR33	st026c01	B	2023-03-15T17:32:18z	 -10.000	 -8.999		 299.0	 5	34.8571	1.761	 76.60	 0.02	 32.540	32.522	  2.00	14.18																											9.4470	7.5120	25.0000		
PIRATA-FR33	st026c01	B	2023-03-15T17:32:18z	 -10.000	 -8.999		 401.0	 4	34.7433	1.850	 80.47	 0.01	 34.684	34.671	  2.17	16.75																											8.3740	7.4940	25.0000		
PIRATA-FR33	st026c01	B	2023-03-15T17:32:18z	 -10.000	 -8.999		 500.0	 3	34.6482	2.110	 91.77	 0.01	 35.602	35.592	  2.26	19.39																											7.3850	7.4980	25.0000		
PIRATA-FR33	st026c01	B	2023-03-15T17:32:18z	 -10.000	 -8.999		 801.0	 2	34.5008	3.194	138.89	 0.01	 35.812	35.801	  2.36	30.68																											4.7560	7.5290	25.0000		
PIRATA-FR33	st026c01	B	2023-03-15T17:32:18z	 -10.000	 -8.999		1005.0	 1	34.5759	3.523	153.19	 0.01	 33.806	33.797	  2.28	32.91																											4.2750	7.5630	25.0000		
PIRATA-FR33	st027c01	B	2023-03-15T22:07:53z	  -9.997	 -9.503		   2.0	14																																			27.3580				
PIRATA-FR33	st027c01	B	2023-03-15T22:07:53z	  -9.997	 -9.503		   2.0	13	36.5512	4.548	198.36																																27.3600	8.0330	25.0000	2400.4460	
PIRATA-FR33	st027c01	B	2023-03-15T22:07:53z	  -9.997	 -9.503		  20.0	12	36.5495	4.559	198.85																																27.3590	8.0310	25.0000		
PIRATA-FR33	st027c01	B	2023-03-15T22:07:53z	  -9.997	 -9.503		  41.0	11	36.5511	4.573	199.46																																27.1570	8.0430	25.0000		
PIRATA-FR33	st027c01	B	2023-03-15T22:07:53z	  -9.997	 -9.503		  59.0	10																																			24.0020				
PIRATA-FR33	st027c01	B	2023-03-15T22:07:53z	  -9.997	 -9.503		  60.0	 9	36.6677	5.065	220.75																																23.9880	8.0330	25.0000		
